Zone_Index,Depot_ID,Num_Customers,Medoid_Customer_ID,Total_Weight,Total_Volume,Total_Service
1202,D001_3,3,C004821,57.74,0.233,22
1203,D001_3,2,C020242,39.53,0.194,15
1204,D001_3,3,C026963,64.69,0.261,33
1205,D001_3,2,C031687,41.36,0.202,19
1206,D001_3,2,C029684,42.85,0.061,10
1207,D001_3,1,C029139,24.46,0.212,9
1208,D001_3,3,C044944,55.58,0.09,23
1209,D001_3,3,C043847,52.82,0.2,29
1210,D001_3,4,C045365,74.34,0.253,45
1211,D001_3,4,C005016,73.94,0.168,40
1212,D001_3,3,C020536,44.99,0.275,23
1213,D001_3,1,C003748,20.36,0.027,9
1214,D001_3,3,C010618,64.5,0.054,26
1215,D001_3,1,C044136,19.26,0.077,11
1216,D001_3,3,C020089,43.52,0.287,26
1217,D001_3,1,C033125,15.9,0.007,4
1218,D001_3,1,C045608,18.51,0.122,8
1219,D001_3,3,C017769,66.1,0.375,27
1220,D001_3,2,C012409,37.77,0.226,18
1221,D001_3,3,C049869,55.36,0.355,21
1222,D001_3,2,C007842,40.49,0.058,21
1223,D001_3,3,C024352,53.15,0.126,26
1224,D001_3,3,C042889,51.71,0.333,33
1225,D001_3,3,C007082,50.37,0.328,33
1226,D001_3,1,C037736,18.44,0.062,10
1227,D001_3,3,C004895,61.02,0.293,32
1228,D001_3,2,C014757,40.08,0.284,9
1229,D001_3,2,C013800,47.93,0.068,10
1230,D001_3,2,C008693,47.68,0.132,28
1231,D001_3,6,C008877,54.16,0.63,61
1232,D001_3,4,C033954,73.85,0.576,47
1233,D001_3,1,C042326,14.17,0.033,6
1234,D001_3,3,C009239,24.75,0.512,23
1235,D001_3,2,C001084,23.67,0.222,15
1236,D001_3,4,C030321,36.8,0.646,36
1237,D001_3,3,C018572,50.05,0.445,34
1238,D001_3,4,C034445,45.32,0.518,37
1239,D001_3,2,C035071,22.14,0.357,15
1240,D001_3,1,C032530,1.86,0.188,10
1241,D001_3,5,C020957,38.05,0.556,36
1242,D001_3,2,C016965,41.15,0.353,17
1243,D001_3,1,C024172,9.12,0.127,6
1244,D001_3,5,C048505,35.09,0.636,46
1245,D001_3,3,C024316,50.02,0.477,33
1246,D001_3,1,C004025,23.53,0.187,12
1247,D001_3,4,C025786,70.21,0.618,35
1248,D001_3,2,C020974,12.94,0.207,13
1249,D001_3,3,C046754,17.96,0.486,18
1250,D001_3,3,C044848,28.53,0.39,24
1251,D001_3,2,C011941,43.77,0.359,11
1252,D001_3,4,C030966,16.24,0.581,36
1253,D001_3,4,C009218,12.89,0.569,52
1254,D001_3,4,C045655,29.34,0.504,29
1255,D001_3,2,C014039,30.31,0.413,17
1256,D001_3,3,C011448,52.25,0.412,18
1257,D001_3,2,C009073,29.85,0.37,20
1258,D001_3,1,C042252,19.64,0.219,7
1259,D001_3,2,C004417,37.68,0.347,21
1260,D001_3,3,C048755,54.22,0.688,33
1261,D001_3,1,C025990,24.85,0.207,15
1262,D001_3,3,C022242,47.83,0.64,30
1263,D001_3,3,C000291,37.38,0.521,26
1264,D001_3,3,C024936,54.66,0.42,27
1265,D001_3,3,C044811,54.44,0.448,27
1266,D001_3,3,C044082,50.73,0.494,24
1267,D001_3,2,C019051,40.77,0.323,22
1268,D001_3,2,C016558,36.79,0.368,20
1269,D001_3,4,C029385,70.62,0.549,35
1270,D001_3,2,C011531,39.48,0.359,18
1271,D001_3,1,C018296,20.63,0.232,8
1272,D001_3,3,C042829,59.61,0.42,22
1273,D001_3,2,C036170,30.24,0.272,21
1274,D001_3,3,C032189,53.63,0.627,25
1275,D001_3,1,C019400,22.13,0.174,5
1276,D001_3,4,C021430,70.67,0.69,29
1277,D001_3,1,C043253,19.16,0.175,15
1278,D001_3,1,C017932,24.6,0.185,15
1279,D001_3,1,C049797,8.29,0.245,15
1280,D001_3,4,C045184,51.14,0.644,25
1281,D001_3,1,C044227,17.15,0.136,12
1282,D001_3,2,C012245,32.59,0.338,27
1283,D001_3,3,C033750,50.15,0.598,32
1284,D001_3,3,C028405,59.23,0.496,16
1285,D001_3,1,C045959,20.83,0.083,3
1286,D001_3,2,C000798,36.08,0.319,13
1287,D001_3,2,C028946,36.87,0.379,18
1288,D001_3,2,C006376,40.88,0.271,17
1289,D001_3,2,C019940,39.52,0.458,20
1290,D001_3,1,C020678,19.78,0.241,8
1291,D001_3,3,C010364,58.45,0.503,26
1292,D001_3,1,C029368,20.18,0.115,7
1293,D001_3,3,C035551,47.18,0.63,26
1294,D001_3,2,C015646,34.73,0.307,11
1295,D001_3,1,C047880,23.87,0.222,8
1296,D001_3,3,C001762,65.73,0.607,21
1297,D001_3,2,C014325,39.74,0.306,20
1298,D001_3,1,C038420,17.54,0.236,3
1299,D001_3,2,C012058,42.68,0.379,13
1300,D001_3,3,C008328,49.34,0.53,28
1301,D001_3,3,C005946,39.57,0.533,23
1302,D001_3,2,C010460,27.46,0.437,23
1303,D001_3,2,C008169,29.91,0.361,28
1304,D001_3,4,C019040,60.15,0.687,47
1305,D001_3,1,C045607,22.93,0.204,5
1306,D001_3,3,C000451,53.11,0.616,14
1307,D001_3,2,C023186,39.54,0.377,19
1308,D001_3,2,C015657,22.31,0.39,26
1309,D001_3,3,C016369,56.45,0.485,31
1310,D001_3,1,C014574,24.81,0.219,9
1311,D001_3,3,C041944,42.63,0.479,14
1312,D001_3,3,C017037,48.32,0.607,19
1313,D001_3,3,C048207,71.81,0.574,24
1314,D001_3,3,C004261,62.2,0.522,24
1315,D001_3,1,C001575,14.82,0.239,5
1316,D001_3,1,C014952,17.58,0.163,12
1317,D001_3,3,C043986,60.88,0.441,26
1318,D001_3,1,C032949,22.63,0.1,8
1319,D001_3,1,C002465,17.04,0.226,9
1320,D001_3,2,C001263,26.88,0.471,29
1321,D001_3,1,C036175,14.61,0.238,15
1322,D001_3,3,C027569,41.75,0.529,28
1323,D001_3,3,C019354,36.54,0.662,19
1324,D001_3,3,C036270,16.11,0.345,36
1325,D001_3,7,C047929,46.94,0.531,58
1326,D001_3,5,C005509,56.66,0.215,45
1327,D001_3,5,C019828,30.4,0.187,35
1328,D001_3,5,C027471,33.12,0.64,39
1329,D001_3,5,C018264,21.04,0.387,52
1330,D001_3,3,C025758,11.93,0.43,31
1331,D001_3,5,C043762,31.9,0.319,45
1332,D001_3,8,C038753,65.38,0.23,71
1333,D001_3,1,C004816,3.55,0.12,9
1334,D001_3,6,C011996,42.3,0.619,60
1335,D001_3,4,C042168,34.57,0.231,27
1336,D001_3,1,C025592,10.36,0.086,5
1337,D001_3,5,C043563,37.51,0.619,29
1338,D001_3,3,C004768,6.42,0.392,20
1339,D001_3,6,C034348,56.92,0.354,52
1340,D001_3,2,C041425,7.61,0.258,21
1341,D001_3,12,C005261,57.24,0.613,99
1342,D001_3,8,C024698,56.21,0.403,77
1343,D001_3,6,C027593,39.77,0.432,53
1344,D001_3,3,C042457,26.03,0.266,35
1345,D001_3,2,C006567,9.76,0.219,24
1346,D001_3,6,C031434,36.72,0.486,59
1347,D001_3,6,C040557,28.27,0.488,41
1348,D001_3,6,C007847,20.11,0.418,34
1349,D001_3,4,C040277,11.36,0.365,50
1350,D001_3,3,C044542,62.4,0.552,22
1351,D001_3,1,C030992,17.31,0.249,7
1352,D001_3,4,C002590,64.75,0.676,51
1353,D001_3,1,C021480,21.78,0.172,3
1354,D001_3,3,C018616,54.04,0.582,30
1355,D001_3,1,C038560,13.02,0.182,14
1356,D001_3,3,C024975,56.62,0.513,16
1357,D001_3,1,C019958,21.88,0.225,11
1358,D001_3,3,C045767,53.88,0.528,28
1359,D001_3,2,C013465,38.07,0.345,13
1360,D001_3,1,C028633,18.02,0.134,5
1361,D001_3,3,C036072,42.72,0.549,34
1362,D001_3,2,C015284,39.55,0.409,22
1363,D001_3,1,C041243,21.54,0.207,12
1364,D001_3,2,C029489,42.92,0.427,22
1365,D001_3,2,C005518,44.49,0.37,19
1366,D001_3,3,C026322,44.41,0.651,22
1367,D001_3,2,C038103,31.28,0.334,12
1368,D001_3,3,C012394,61.71,0.517,24
1369,D001_3,2,C030732,33.93,0.376,28
1370,D001_3,2,C007330,36.57,0.272,16
1371,D001_3,4,C005130,56,0.629,32
1372,D001_3,2,C001983,31.19,0.317,23
1373,D001_3,1,C031377,21.33,0.186,3
1374,D001_3,2,C037901,31.72,0.448,9
1375,D001_3,2,C027773,39.06,0.286,15
1376,D001_3,2,C022688,37.93,0.321,23
1377,D001_3,1,C045331,17.11,0.209,7
1378,D001_3,2,C007432,38.49,0.351,8
1379,D001_3,2,C024091,41.95,0.381,18
1380,D001_3,5,C017452,75.52,0.66,56
1381,D001_3,1,C035031,17.79,0.234,3
1382,D001_3,2,C029194,45.51,0.467,16
1383,D001_3,2,C017522,30.95,0.394,19
1384,D001_3,1,C041879,24.51,0.171,12
1385,D001_3,3,C038233,61.97,0.432,30
1386,D001_3,3,C036970,53.01,0.598,25
1387,D001_3,3,C039807,53.45,0.535,30
1388,D001_3,1,C043454,23.3,0.145,3
1389,D001_3,4,C044560,72.85,0.652,41
1390,D001_3,2,C000422,47.98,0.414,10
1391,D001_3,3,C016279,60.3,0.672,23
1392,D001_3,1,C038985,19.09,0.164,12
1393,D001_3,3,C018723,59.01,0.608,35
1394,D001_3,3,C031944,58.37,0.559,32
1395,D001_3,2,C031866,34.41,0.218,13
1396,D001_3,1,C041967,18.67,0.225,3
1397,D001_3,3,C024169,52.44,0.548,21
1398,D001_3,4,C044323,47.48,0.11,30
1399,D001_3,5,C031505,63.49,0.199,34
1400,D001_3,4,C009445,35.31,0.404,26
1401,D001_3,5,C031967,46.77,0.355,42
1402,D001_3,4,C032761,65.53,0.282,38
1403,D001_3,4,C020625,70.77,0.229,43
1404,D001_3,3,C000924,54.22,0.263,37
1405,D001_3,3,C026338,56.21,0.255,27
1406,D001_3,3,C015022,31.03,0.102,22
1407,D001_3,3,C030580,64.42,0.159,32
1408,D001_3,4,C038975,57.19,0.214,24
1409,D001_3,5,C018314,54.33,0.353,48
1410,D001_3,4,C025782,34.27,0.275,38
1411,D001_3,6,C000428,67.36,0.249,76
1412,D001_3,3,C010018,58.38,0.195,21
1413,D001_3,6,C031577,74.91,0.392,52
1414,D001_3,10,C001817,64.47,0.532,81
1415,D001_3,7,C009303,57.92,0.391,60
1416,D001_3,5,C005341,67.66,0.337,43
1417,D001_3,6,C041214,75.05,0.173,61
1418,D001_3,3,C029117,56.47,0.226,29
1419,D001_3,5,C018514,69.59,0.251,45
1420,D001_3,2,C007809,9.88,0.43,15
1421,D001_3,2,C017657,14.61,0.488,21
1422,D001_3,2,C041517,16.39,0.311,11
1423,D001_3,1,C031768,5.6,0.228,13
1424,D001_3,3,C007653,14.63,0.577,25
1425,D001_3,1,C010829,3.11,0.25,10
1426,D001_3,1,C044565,10.05,0.196,13
1427,D001_3,3,C040185,16.09,0.607,24
1428,D001_3,2,C028250,13.9,0.442,16
1429,D001_3,2,C027904,16.26,0.37,17
1430,D001_3,1,C016823,1.96,0.167,4
1431,D001_3,4,C009093,24.95,0.665,27
1432,D001_3,4,C032171,39.68,0.681,45
1433,D001_3,3,C046248,11.47,0.491,33
1434,D001_3,2,C005980,9.55,0.431,15
1435,D001_3,2,C031983,14.58,0.462,29
1436,D001_3,1,C008712,3.98,0.212,4
1437,D001_3,1,C041045,6.8,0.168,11
1438,D001_3,3,C006004,17.69,0.533,21
1439,D001_3,1,C049579,1.81,0.191,12
1440,D001_3,1,C046194,9.03,0.245,10
1441,D001_3,2,C041744,25.39,0.333,22
1442,D001_3,1,C039395,13.38,0.171,13
1443,D001_3,1,C027991,8.07,0.25,15
1444,D001_3,4,C005608,34.37,0.654,31
1445,D001_3,1,C018371,5.26,0.156,3
1446,D001_3,3,C015606,27.24,0.684,33
1447,D001_3,1,C022243,2.49,0.135,7
1448,D001_3,3,C043408,9.73,0.561,26
1449,D001_3,1,C029528,4.22,0.198,8
1450,D001_3,3,C001919,34.72,0.631,21
1451,D001_3,1,C003825,4.17,0.088,4
1452,D001_3,3,C005373,14.29,0.412,36
1453,D001_3,2,C038229,15.07,0.398,17
1454,D001_3,3,C030324,21.46,0.618,30
1455,D001_3,2,C017549,7.21,0.285,24
1456,D001_3,3,C033262,9.35,0.462,24
1457,D001_3,2,C003069,7.77,0.354,28
1458,D001_3,2,C005568,11.21,0.347,22
1459,D001_3,2,C000957,21.96,0.413,16
1460,D001_3,2,C002363,7.13,0.299,18
1461,D001_3,1,C007229,2.85,0.192,8
1462,D001_3,1,C049064,3.11,0.227,15
1463,D001_3,3,C039173,27.89,0.488,15
1464,D001_3,1,C039332,6.27,0.214,8
1465,D001_3,4,C001677,26.03,0.649,34
1466,D001_3,3,C048739,10.06,0.552,34
1467,D001_3,1,C018773,5.7,0.091,7
1468,D001_3,2,C009099,8.53,0.451,20
1469,D001_3,1,C024557,1.11,0.247,7
1470,D001_3,2,C010218,15.6,0.278,24
1471,D001_3,3,C022184,9.01,0.403,31
1472,D001_3,3,C000441,7.32,0.557,25
1473,D001_3,2,C018073,18.66,0.324,6
1474,D001_3,3,C034352,28.97,0.448,34
1475,D001_3,2,C010638,8.88,0.322,15
1476,D001_3,1,C028843,0.75,0.121,4
1477,D001_3,3,C047964,15.26,0.317,31
1478,D001_3,3,C045938,14.96,0.478,31
1479,D001_3,1,C000689,9.51,0.165,3
1480,D001_3,3,C045243,12.45,0.625,17
1481,D001_3,2,C001130,19.32,0.347,26
1482,D001_3,3,C036047,19.02,0.63,32
1483,D001_3,3,C018639,15.31,0.632,36
1484,D001_3,5,C042323,64.74,0.556,42
1485,D001_3,1,C029669,7.87,0.218,5
1486,D001_3,3,C038933,52.67,0.495,26
1487,D001_3,3,C024457,29.29,0.496,30
1488,D001_3,1,C003206,10.57,0.108,7
1489,D001_3,4,C033562,63.27,0.506,44
1490,D001_3,3,C013752,38.65,0.618,32
1491,D001_3,2,C044293,29.78,0.101,28
1492,D001_3,1,C046373,19.35,0.199,3
1493,D001_3,2,C027730,33.74,0.167,14
1494,D001_3,3,C040633,57.29,0.445,26
1495,D001_3,4,C005115,46.24,0.48,29
1496,D001_3,6,C009811,51.14,0.467,57
1497,D001_3,1,C024413,12.78,0.165,12
1498,D001_3,2,C018545,37.43,0.404,19
1499,D001_3,2,C007316,38.98,0.333,15
1500,D001_3,1,C041686,19.81,0.217,8
1501,D001_3,4,C020665,47.12,0.689,35
1502,D001_3,1,C014465,6.02,0.06,10
1503,D001_3,4,C016745,63.05,0.547,43
1504,D001_3,3,C035840,30.11,0.264,25
1505,D001_3,1,C046203,14.41,0.145,7
1506,D001_3,1,C029899,14.45,0.203,10
1507,D001_3,5,C004198,64.88,0.567,52
1508,D001_3,3,C043490,46.19,0.233,37
1509,D001_3,3,C023092,50.58,0.267,36
1510,D001_3,4,C012386,20.26,0.666,51
1511,D001_3,2,C012504,11.33,0.23,14
1512,D001_3,3,C032487,47.01,0.294,21
1513,D001_3,3,C026432,53.9,0.537,22
1514,D001_3,2,C001217,10.95,0.39,19
1515,D001_3,2,C005403,26.89,0.241,11
1516,D001_3,4,C025245,56.15,0.526,35
1517,D001_3,1,C046972,0.96,0.206,14
1518,D001_3,2,C026936,38.87,0.291,28
1519,D001_3,3,C042789,41.2,0.354,39
1520,D001_3,1,C021650,11.35,0.199,14
1521,D001_3,2,C022826,35.19,0.209,7
1522,D001_3,2,C037699,17.55,0.27,15
1523,D001_3,5,C033699,50.57,0.465,43
1524,D001_3,2,C008707,27.47,0.245,23
1525,D001_3,3,C003836,28.56,0.445,43
1526,D001_3,2,C002577,20.4,0.257,26
1527,D001_3,5,C020956,57.66,0.681,49
1528,D001_3,5,C021644,33.01,0.685,24
1529,D001_3,5,C049906,51.67,0.365,40
1530,D001_3,3,C018711,42.77,0.156,33
1531,D001_3,5,C044044,46.02,0.681,50
1532,D001_3,3,C007264,71.4,0.278,20
1533,D001_3,1,C038097,22,0.01,5
1534,D001_3,3,C019998,70.13,0.295,30
1535,D001_3,4,C000979,69.51,0.346,33
1536,D001_3,3,C017647,60.93,0.27,31
1537,D001_3,1,C001886,21.61,0.014,11
1538,D001_3,3,C013922,52.58,0.294,33
1539,D001_3,3,C017988,64.17,0.235,26
1540,D001_3,1,C016366,21.98,0.069,14
1541,D001_3,3,C035630,62.98,0.243,39
1542,D001_3,2,C041556,44.03,0.177,15
1543,D001_3,1,C028986,24.14,0.109,12
1544,D001_3,2,C024750,34.56,0.199,14
1545,D001_3,3,C002070,53.33,0.373,26
1546,D001_3,4,C013357,67.69,0.25,34
1547,D001_3,2,C024066,34.62,0.076,16
1548,D001_3,1,C008078,13.87,0.044,15
1549,D001_3,1,C015864,19.22,0.162,4
1550,D001_3,1,C025738,18.64,0.164,14
1551,D001_3,3,C040030,61.03,0.435,29
1552,D001_3,2,C017709,42.34,0.197,19
1553,D001_3,2,C019951,38.83,0.066,18
1554,D001_3,3,C025564,61.03,0.311,32
1555,D001_3,2,C033929,44.87,0.181,10
1556,D001_3,3,C017290,62.11,0.227,28
1557,D001_3,2,C006932,35.4,0.092,27
1558,D001_3,3,C025399,47.64,0.179,19
1559,D001_3,2,C006091,36.84,0.157,28
1560,D001_3,3,C004014,62.57,0.452,31
1561,D001_3,1,C014921,17.05,0.098,13
1562,D001_3,1,C029843,17.37,0.115,15
1563,D001_3,3,C009493,70.59,0.325,31
1564,D001_3,2,C023506,39.31,0.104,15
1565,D001_3,3,C026132,56.05,0.36,21
1566,D001_3,3,C048623,67.94,0.211,33
1567,D001_3,3,C001559,62.63,0.318,29
1568,D001_3,4,C006281,67.39,0.495,52
1569,D001_3,1,C018301,24.22,0.057,5
1570,D001_3,2,C006988,41.46,0.109,22
1571,D001_3,2,C028890,42.05,0.203,23
1572,D001_3,2,C004248,42.87,0.073,6
1573,D001_3,3,C034692,54.65,0.381,27
1574,D001_3,2,C026860,29.4,0.039,24
1575,D001_3,3,C021319,61.62,0.265,16
1576,D001_3,2,C000442,42.37,0.145,16
1577,D001_3,2,C008277,46.45,0.069,16
1578,D001_3,1,C006859,17.69,0.056,3
1579,D001_3,3,C036567,64.42,0.275,25
1580,D001_3,3,C048800,39.48,0.619,30
1581,D001_3,2,C025322,34.05,0.412,12
1582,D001_3,2,C019180,24.6,0.39,9
1583,D001_3,2,C012452,33.57,0.43,8
1584,D001_3,3,C048589,22.3,0.526,18
1585,D001_3,2,C009513,26.77,0.453,15
1586,D001_3,2,C045828,15.26,0.394,24
1587,D001_3,2,C010125,15.55,0.41,15
1588,D001_3,3,C013007,52.66,0.611,17
1589,D001_3,1,C020642,14.31,0.217,15
1590,D001_3,3,C003148,36.49,0.531,20
1591,D001_3,3,C037232,37.89,0.616,27
1592,D001_3,2,C007391,25.81,0.321,24
1593,D001_3,2,C000626,24.04,0.386,28
1594,D001_3,2,C027909,23.66,0.356,26
1595,D001_3,2,C035581,6,0.412,22
1596,D001_3,3,C048857,35.79,0.67,32
1597,D001_3,1,C002873,9.39,0.179,15
1598,D001_3,1,C019384,2.97,0.177,14
1599,D001_3,3,C015823,33.88,0.668,43
1600,D001_3,1,C048288,7.44,0.163,7
1601,D001_3,3,C033226,30.62,0.626,18
1602,D001_3,1,C021016,6.03,0.249,15
1603,D001_3,2,C012598,35.59,0.371,25
1604,D001_3,2,C008636,12.72,0.423,9
1605,D001_3,1,C040027,4.54,0.216,4
1606,D001_3,2,C020534,34.47,0.38,10
1607,D001_3,3,C036488,38.23,0.577,26
1608,D001_3,2,C007393,22.19,0.361,13
1609,D001_3,3,C029456,27.22,0.654,26
1610,D001_3,3,C045944,53.38,0.514,30
1611,D001_3,2,C014390,17.61,0.341,10
1612,D001_3,2,C016682,15.7,0.342,14
1613,D001_3,1,C009854,16.77,0.206,15
1614,D001_3,3,C023315,39.57,0.539,25
1615,D001_3,1,C023024,12.42,0.237,9
1616,D001_3,2,C014760,15.71,0.394,23
1617,D001_3,2,C007240,27.74,0.409,21
1618,D001_3,3,C017745,42.59,0.627,25
1619,D001_3,1,C035826,16.85,0.168,12
1620,D001_3,2,C001232,34.18,0.396,8
1621,D001_3,2,C006499,27.94,0.283,20
1622,D001_3,2,C019848,14.5,0.418,19
1623,D001_3,4,C022066,31.82,0.637,38
1624,D001_3,3,C016174,53.71,0.626,28
1625,D001_3,3,C012848,29.76,0.574,29
1626,D001_3,1,C038174,7.57,0.201,14
1627,D001_3,3,C007096,37.75,0.585,32
1628,D001_3,1,C043322,21.27,0.25,6
1629,D001_3,2,C017848,21.91,0.314,25
1630,D001_3,2,C009944,19.78,0.428,11
1631,D001_3,3,C014878,20.65,0.573,26
1632,D001_3,3,C049983,12.81,0.491,30
1633,D001_3,1,C049661,21.01,0.049,9
1634,D001_3,1,C003847,8.18,0.227,7
1635,D001_3,3,C029284,24.71,0.558,27
1636,D001_3,2,C013056,24.68,0.23,18
1637,D001_3,1,C049891,16.75,0.206,7
1638,D001_3,3,C001548,20.37,0.523,38
1639,D001_3,2,C000978,25.66,0.398,14
1640,D001_3,3,C026147,28.32,0.327,31
1641,D001_3,4,C008278,48.91,0.43,40
1642,D001_3,3,C005850,51.8,0.312,33
1643,D001_3,1,C005040,22.92,0.048,13
1644,D001_3,5,C036877,74.05,0.548,40
1645,D001_3,4,C043250,65.98,0.663,22
1646,D001_3,6,C029442,77.58,0.407,62
1647,D001_3,1,C020662,6.33,0.176,6
1648,D001_3,4,C016485,50.15,0.51,29
1649,D001_3,2,C034762,38.75,0.243,24
1650,D001_3,4,C049911,57.64,0.642,36
1651,D001_3,4,C019117,54.16,0.47,22
1652,D001_3,1,C018345,13.19,0.243,10
1653,D001_3,3,C008503,43.33,0.39,28
1654,D001_3,2,C002990,40.95,0.282,22
1655,D001_3,3,C006845,36.61,0.422,21
1656,D001_3,3,C048906,47.93,0.391,28
1657,D001_3,3,C040623,42.57,0.364,21
1658,D001_3,2,C002998,10.8,0.233,14
1659,D001_3,2,C017080,8,0.363,24
1660,D001_3,5,C032126,33.5,0.585,51
1661,D001_3,5,C022655,36.18,0.546,52
1662,D001_3,2,C003815,11.94,0.175,22
1663,D001_3,3,C001613,14.92,0.285,11
1664,D001_3,3,C005711,21.77,0.285,38
1665,D001_3,3,C023086,20.29,0.477,38
1666,D001_3,2,C009264,9.23,0.226,18
1667,D001_3,2,C027982,5.15,0.271,19
1668,D001_3,3,C003617,5.14,0.429,33
1669,D001_3,1,C003664,11.23,0.201,7
1670,D001_3,3,C048925,20.74,0.625,20
1671,D001_3,3,C019061,15.04,0.237,30
1672,D001_3,1,C024279,3.99,0.048,13
1673,D001_3,6,C001610,36.08,0.419,60
1674,D001_3,5,C022143,36.2,0.443,32
1675,D001_3,1,C049304,8.69,0.039,6
1676,D001_3,7,C014536,35.96,0.504,42
1677,D001_3,9,C044821,48.22,0.47,97
1678,D001_3,3,C033142,20.73,0.509,21
1679,D001_3,1,C047892,1.57,0.214,14
1680,D001_3,2,C001967,25.29,0.379,23
1681,D001_3,2,C010543,8.58,0.387,20
1682,D001_3,1,C020099,18.19,0.245,9
1683,D001_3,2,C017166,17.34,0.309,22
1684,D001_3,2,C019931,13.22,0.387,26
1685,D001_3,3,C021239,36.14,0.494,22
1686,D001_3,2,C037044,10.46,0.441,18
1687,D001_3,3,C020049,14.95,0.493,40
1688,D001_3,2,C005902,5.86,0.395,21
1689,D001_3,3,C000752,32.97,0.637,32
1690,D001_3,2,C001781,21.26,0.293,24
1691,D001_3,1,C005506,15.43,0.197,15
1692,D001_3,3,C028601,34.82,0.603,27
1693,D001_3,3,C001984,25.79,0.554,39
1694,D001_3,3,C014973,18.98,0.348,26
1695,D001_3,4,C045902,19.42,0.687,53
1696,D001_3,2,C030757,5.33,0.34,18
1697,D001_3,4,C012252,33.01,0.659,42
1698,D001_3,2,C011565,11.37,0.279,25
1699,D001_3,1,C002523,6.88,0.123,5
1700,D001_3,2,C004517,2.85,0.474,24
1701,D001_3,2,C010654,3.2,0.365,28
1702,D001_3,1,C017619,1.35,0.184,11
1703,D001_3,4,C031546,29.29,0.659,42
1704,D001_3,2,C016802,16.02,0.359,25
1705,D001_3,2,C030085,15.17,0.298,11
1706,D001_3,3,C029402,20.9,0.575,32
1707,D001_3,3,C020240,17.22,0.617,28
1708,D001_3,3,C020110,10.01,0.494,41
1709,D001_3,2,C027417,19.33,0.244,21
1710,D001_3,4,C018483,28.54,0.553,31
1711,D001_3,1,C046277,1.83,0.17,9
1712,D001_3,3,C021409,6.36,0.291,27
1713,D001_3,3,C012054,21.75,0.473,30
1714,D001_3,3,C022375,21.06,0.627,21
1715,D001_3,1,C044981,4.94,0.214,10
1716,D001_3,3,C001025,27.88,0.522,31
1717,D001_3,1,C019751,11.41,0.196,8
1718,D001_3,3,C005720,24.01,0.542,22
1719,D001_3,2,C032493,13.45,0.468,7
1720,D001_3,2,C026227,12.81,0.436,17
1721,D001_3,3,C016628,16.07,0.578,25
1722,D001_3,2,C010510,20.97,0.427,23
1723,D001_1,35,C012425,552.31,4.126,328
1724,D001_1,27,C030868,430.17,3.737,191
1725,D001_1,20,C009029,326.51,2.501,175
1726,D001_1,29,C019068,428.16,3.438,285
1727,D001_1,22,C029389,319.29,2.534,216
1728,D001_1,24,C016488,359.44,2.996,207
1729,D001_1,13,C042962,174.03,1.847,129
1730,D001_1,37,C013706,324.45,7.689,362
1731,D001_1,41,C013862,358.68,8.72,352
1732,D001_1,10,C038313,213.84,1.163,77
1733,D001_1,29,C018557,549.72,3.048,272
1734,D001_1,9,C041067,178.56,0.915,74
1735,D001_1,28,C031980,581.64,3.662,229
1736,D001_1,6,C035003,138.44,0.757,41
1737,D001_1,27,C002604,542.67,3.033,237
1738,D001_1,54,C009028,653.5,7.478,466
1739,D001_1,43,C027527,580.73,5.199,386
1740,D001_1,34,C019496,478.83,6.189,297
1741,D001_1,12,C034429,200.59,2.288,116
1742,D001_1,4,C016656,68.2,0.673,25
1743,D001_1,44,C035167,646.67,7.854,365
1744,D001_1,39,C044601,492.18,5.159,341
1745,D001_1,19,C016846,305.36,0.868,175
1746,D001_1,19,C040357,331.99,1.796,129
1747,D001_1,22,C006462,450.52,2.314,201
1748,D001_1,27,C005606,534.94,2.289,236
1749,D001_1,12,C000968,206.75,1.095,108
1750,D001_1,28,C044575,323.97,1.263,235
1751,D001_1,51,C017887,571.5,3.029,431
1752,D001_1,95,C016009,627.93,7.817,857
1753,D001_1,80,C047450,626.11,7.114,693
1754,D001_1,32,C006573,398.83,3.66,225
1755,D001_1,54,C013884,542.68,6.887,494
1756,D001_1,38,C028763,508.88,2.421,376
1757,D001_1,56,C049649,604.35,3.989,484
1758,D001_1,44,C029422,458.08,2.572,365
1759,D001_1,54,C023553,613.34,7.585,523
1760,D001_1,37,C039315,443,5.871,322
1761,D001_1,16,C015174,229.56,3.332,120
1762,D001_1,43,C035201,548.03,8.336,389
1763,D001_1,16,C031848,248.19,3.149,121
1764,D001_1,48,C024150,646.55,9.003,423
1765,D001_1,18,C015822,137.26,2.994,169
1766,D001_1,52,C035001,446.21,6.909,460
1767,D001_1,30,C010103,342.05,4.037,254
1768,D001_1,34,C021948,191.84,5.465,286
1769,D001_1,42,C032585,253.17,6.389,393
1770,D001_1,26,C024723,143.28,4.464,236
1771,D001_1,43,C044049,399.69,7.551,394
1772,D001_1,21,C036199,162.73,4.165,206
1773,D001_1,98,C023743,651.8,6.846,871
1774,D001_1,36,C012320,426.86,5.203,303
1775,D001_1,24,C045613,240.55,2.69,208
1776,D001_1,22,C013383,220.42,2.986,195
1777,D001_1,47,C011685,569.42,5.188,382
1778,D001_1,95,C005870,581.51,8.835,842
1779,D001_1,46,C017113,568.66,6.076,406
1780,D001_1,38,C012108,561.99,4.533,329
1781,D001_1,14,C004542,176.7,1.376,127
1782,D001_1,44,C012247,458.5,5.485,397
