Inter_Index,Inter_ID,Zone_Index,Depot_ID,Medoid_Customer_ID,Latitude,Longitude,Weight,Volume,Service
696,Z696_C013523,696,D001_3,C013523,10.8294,106.693,56.59,0.232,29
697,Z697_C022899,697,D001_3,C022899,10.8279,106.693,50.12,0.167,27
698,Z698_C035408,698,D001_3,C035408,10.8341,106.693,76.19,0.345,24
699,Z699_C038580,699,D001_3,C038580,10.8216,106.689,54.78,0.175,26
700,Z700_C006762,700,D001_3,C006762,10.8232,106.687,69.7,0.264,47
701,Z701_C015079,701,D001_3,C015079,10.815,106.693,51,0.246,28
702,Z702_C028202,702,D001_3,C028202,10.8159,106.694,49.07,0.264,10
703,Z703_C020502,703,D001_3,C020502,10.8222,106.693,36.32,0.066,18
704,Z704_C038273,704,D001_3,C038273,10.7983,106.706,44.75,0.064,11
705,Z705_C005636,705,D001_3,C005636,10.8042,106.704,40.8,0.047,29
706,Z706_C021238,706,D001_3,C021238,10.8176,106.703,69.15,0.563,30
707,Z707_C008799,707,D001_3,C008799,10.8121,106.703,58.77,0.256,31
708,Z708_C019498,708,D001_3,C019498,10.8094,106.708,12.01,0.077,15
709,Z709_C002403,709,D001_3,C002403,10.8103,106.706,73.99,0.37,43
710,Z710_C023110,710,D001_3,C023110,10.8135,106.708,54.64,0.23,30
711,Z711_C020415,711,D001_3,C020415,10.8067,106.708,12.01,0.093,10
712,Z712_C047997,712,D001_3,C047997,10.8091,106.702,40.78,0.193,33
713,Z713_C009381,713,D001_3,C009381,10.8087,106.699,62.3,0.14,36
714,Z714_C014744,714,D001_3,C014744,10.8048,106.704,19.37,0.061,15
715,Z715_C001725,715,D001_3,C001725,10.8125,106.714,29.12,0.179,22
716,Z716_C015598,716,D001_3,C015598,10.819,106.711,41.03,0.239,13
717,Z717_C013226,717,D001_3,C013226,10.8188,106.709,52.86,0.269,38
718,Z718_C032447,718,D001_3,C032447,10.821,106.71,22.28,0.113,8
719,Z719_C015835,719,D001_3,C015835,10.8177,106.711,31.52,0.133,19
720,Z720_C016670,720,D001_3,C016670,10.823,106.707,42.22,0.247,25
721,Z721_C025363,721,D001_3,C025363,10.8211,106.703,61.69,0.267,27
722,Z722_C037477,722,D001_3,C037477,10.8213,106.707,75.26,0.349,54
723,Z723_C009714,723,D001_3,C009714,10.8176,106.704,27,0.14,27
724,Z724_C033525,724,D001_3,C033525,10.8274,106.698,53.9,0.311,23
725,Z725_C012516,725,D001_3,C012516,10.8318,106.698,28.36,0.103,17
726,Z726_C022592,726,D001_3,C022592,10.8288,106.701,53.6,0.268,26
727,Z727_C026167,727,D001_3,C026167,10.8208,106.702,63.67,0.238,30
728,Z728_C008335,728,D001_3,C008335,10.8154,106.699,52.5,0.13,25
729,Z729_C013464,729,D001_3,C013464,10.8142,106.699,20.01,0.031,10
730,Z730_C021546,730,D001_3,C021546,10.809,106.696,24.77,0.107,8
731,Z731_C001722,731,D001_3,C001722,10.8272,106.704,18.2,0.032,5
732,Z732_C009515,732,D001_3,C009515,10.8245,106.7,38.17,0.198,19
733,Z733_C016093,733,D001_3,C016093,10.8213,106.698,39.14,0.295,22
734,Z734_C015661,734,D001_3,C015661,10.8159,106.696,41.79,0.257,20
735,Z735_C021825,735,D001_3,C021825,10.8281,106.702,29,0.125,23
736,Z736_C049929,736,D001_3,C049929,10.8641,106.653,18.53,0.033,3
737,Z737_C008020,737,D001_3,C008020,10.8665,106.66,43.75,0.308,20
738,Z738_C012994,738,D001_3,C012994,10.8621,106.659,47.59,0.545,18
739,Z739_C030836,739,D001_3,C030836,10.8679,106.653,73.62,0.598,34
740,Z740_C022093,740,D001_3,C022093,10.8626,106.652,12.98,0.248,11
741,Z741_C025379,741,D001_3,C025379,10.8559,106.651,21.81,0.35,22
742,Z742_C043132,742,D001_3,C043132,10.8607,106.65,54.67,0.285,20
743,Z743_C009627,743,D001_3,C009627,10.86,106.65,38.78,0.153,22
744,Z744_C043164,744,D001_3,C043164,10.8591,106.649,49.27,0.361,23
745,Z745_C030176,745,D001_3,C030176,10.857,106.66,24.95,0.134,6
746,Z746_C019637,746,D001_3,C019637,10.8594,106.656,51.57,0.279,28
747,Z747_C010781,747,D001_3,C010781,10.8576,106.653,46.81,0.364,18
748,Z748_C043358,748,D001_3,C043358,10.8588,106.657,12.46,0.107,3
749,Z749_C020723,749,D001_3,C020723,10.8538,106.657,69.75,0.441,31
750,Z750_C030349,750,D001_3,C030349,10.8553,106.662,58.17,0.495,28
751,Z751_C019800,751,D001_3,C019800,10.8474,106.657,46.57,0.294,11
752,Z752_C032089,752,D001_3,C032089,10.8434,106.66,45.8,0.327,15
753,Z753_C025604,753,D001_3,C025604,10.851,106.646,44.86,0.487,21
754,Z754_C039308,754,D001_3,C039308,10.8538,106.653,63.57,0.424,21
755,Z755_C030179,755,D001_3,C030179,10.8536,106.656,63.85,0.47,37
756,Z756_C038960,756,D001_3,C038960,10.8539,106.65,30.93,0.236,23
757,Z757_C037478,757,D001_3,C037478,10.8493,106.65,39.18,0.336,26
758,Z758_C020355,758,D001_3,C020355,10.8475,106.651,34.43,0.412,22
759,Z759_C023243,759,D001_3,C023243,10.8821,106.641,21.72,0.177,14
760,Z760_C020239,760,D001_3,C020239,10.8762,106.641,66.31,0.447,27
761,Z761_C011621,761,D001_3,C011621,10.871,106.653,63.5,0.519,20
762,Z762_C002220,762,D001_3,C002220,10.8724,106.645,60.88,0.446,22
763,Z763_C031641,763,D001_3,C031641,10.871,106.642,66.85,0.382,28
764,Z764_C000130,764,D001_3,C000130,10.8709,106.634,41.76,0.419,12
765,Z765_C018602,765,D001_3,C018602,10.8723,106.64,43.4,0.259,18
766,Z766_C013333,766,D001_3,C013333,10.8668,106.634,13.41,0.131,14
767,Z767_C016651,767,D001_3,C016651,10.8678,106.641,33.14,0.348,23
768,Z768_C023221,768,D001_3,C023221,10.8679,106.639,33.26,0.36,7
769,Z769_C036613,769,D001_3,C036613,10.8599,106.638,18.55,0.154,11
770,Z770_C021742,770,D001_3,C021742,10.8647,106.637,63.72,0.595,33
771,Z771_C013913,771,D001_3,C013913,10.8652,106.632,15.93,0.177,10
772,Z772_C003469,772,D001_3,C003469,10.8684,106.646,40.37,0.156,25
773,Z773_C011269,773,D001_3,C011269,10.8689,106.651,41.19,0.278,19
774,Z774_C041431,774,D001_3,C041431,10.8672,106.646,19.1,0.209,12
775,Z775_C004124,775,D001_3,C004124,10.8634,106.646,35.62,0.409,23
776,Z776_C044998,776,D001_3,C044998,10.8592,106.646,66.94,0.387,21
777,Z777_C018660,777,D001_3,C018660,10.8601,106.644,57.11,0.364,22
778,Z778_C027575,778,D001_3,C027575,10.8619,106.643,34.13,0.266,17
779,Z779_C027675,779,D001_3,C027675,10.8546,106.641,23.85,0.077,13
780,Z780_C036946,780,D001_3,C036946,10.8584,106.64,74.83,0.536,45
781,Z781_C027299,781,D001_3,C027299,10.8615,106.641,33.66,0.353,20
782,Z782_C027065,782,D001_3,C027065,10.8597,106.632,48.8,0.345,38
783,Z783_C027379,783,D001_3,C027379,10.8534,106.631,72.56,0.245,25
784,Z784_C044268,784,D001_3,C044268,10.8596,106.63,45.56,0.305,17
785,Z785_C023002,785,D001_3,C023002,10.8565,106.628,39.31,0.266,19
786,Z786_C023574,786,D001_3,C023574,10.8577,106.625,62.4,0.365,38
787,Z787_C025117,787,D001_3,C025117,10.853,106.621,20.65,0.135,14
788,Z788_C049217,788,D001_3,C049217,10.851,106.622,24.77,0.136,10
789,Z789_C000990,789,D001_3,C000990,10.8581,106.638,60.36,0.573,24
790,Z790_C040976,790,D001_3,C040976,10.8533,106.637,51.39,0.305,19
791,Z791_C004778,791,D001_3,C004778,10.8437,106.64,36.33,0.321,25
792,Z792_C021580,792,D001_3,C021580,10.8484,106.635,56.91,0.56,24
793,Z793_C003438,793,D001_3,C003438,10.8489,106.645,58.87,0.674,21
794,Z794_C027475,794,D001_3,C027475,10.8085,106.644,17.01,0.467,16
795,Z795_C020321,795,D001_3,C020321,10.8157,106.643,12.66,0.19,3
796,Z796_C030319,796,D001_3,C030319,10.8115,106.645,30.02,0.589,39
797,Z797_C003410,797,D001_3,C003410,10.8,106.63,21.12,0.454,8
798,Z798_C031532,798,D001_3,C031532,10.7972,106.624,6.83,0.248,7
799,Z799_C014105,799,D001_3,C014105,10.814,106.639,12.64,0.337,24
800,Z800_C034882,800,D001_3,C034882,10.8053,106.642,21.92,0.209,14
801,Z801_C018032,801,D001_3,C018032,10.8062,106.635,29.51,0.553,27
802,Z802_C041561,802,D001_3,C041561,10.8143,106.652,38.53,0.478,20
803,Z803_C005911,803,D001_3,C005911,10.8157,106.654,22.7,0.408,16
804,Z804_C034206,804,D001_3,C034206,10.8104,106.655,17.59,0.137,8
805,Z805_C037714,805,D001_3,C037714,10.8135,106.661,22.9,0.548,36
806,Z806_C012829,806,D001_3,C012829,10.8148,106.65,34.91,0.638,29
807,Z807_C045919,807,D001_3,C045919,10.8107,106.648,16.29,0.199,14
808,Z808_C018895,808,D001_3,C018895,10.7956,106.639,33.16,0.563,30
809,Z809_C014416,809,D001_3,C014416,10.7992,106.637,47.97,0.555,18
810,Z810_C042682,810,D001_3,C042682,10.7895,106.629,66.64,0.659,43
811,Z811_C024020,811,D001_3,C024020,10.7939,106.626,1.99,0.23,7
812,Z812_C013005,812,D001_3,C013005,10.7909,106.636,7.67,0.152,3
813,Z813_C005045,813,D001_3,C005045,10.7926,106.637,46.98,0.451,14
814,Z814_C013645,814,D001_3,C013645,10.7906,106.64,35.98,0.402,15
815,Z815_C024416,815,D001_3,C024416,10.7921,106.641,6.41,0.3,26
816,Z816_C045886,816,D001_3,C045886,10.7776,106.639,14.64,0.589,32
817,Z817_C022032,817,D001_3,C022032,10.781,106.639,44.15,0.376,16
818,Z818_C014016,818,D001_3,C014016,10.7908,106.647,37.16,0.53,21
819,Z819_C011823,819,D001_3,C011823,10.7889,106.647,35.53,0.521,26
820,Z820_C032999,820,D001_3,C032999,10.783,106.655,9.14,0.172,6
821,Z821_C009374,821,D001_3,C009374,10.789,106.653,16.07,0.412,27
822,Z822_C001928,822,D001_3,C001928,10.7943,106.647,68.85,0.413,20
823,Z823_C032112,823,D001_3,C032112,10.8044,106.653,48.61,0.544,12
824,Z824_C027665,824,D001_3,C027665,10.807,106.653,16.56,0.42,14
825,Z825_C009655,825,D001_3,C009655,10.8024,106.649,15.9,0.133,9
826,Z826_C040412,826,D001_3,C040412,10.8025,106.646,46.14,0.599,21
827,Z827_C044074,827,D001_3,C044074,10.7949,106.647,14.8,0.219,12
828,Z828_C025876,828,D001_3,C025876,10.8003,106.662,19.67,0.452,24
829,Z829_C013008,829,D001_3,C013008,10.7894,106.655,32.61,0.623,24
830,Z830_C000071,830,D001_3,C000071,10.7856,106.658,15.55,0.148,10
831,Z831_C006368,831,D001_3,C006368,10.7939,106.657,41.83,0.497,21
832,Z832_C007113,832,D001_3,C007113,10.7848,106.665,19.64,0.23,7
833,Z833_C027071,833,D001_3,C027071,10.796,106.665,35.84,0.663,32
834,Z834_C017819,834,D001_3,C017819,10.7932,106.659,62.64,0.667,37
835,Z835_C035781,835,D001_3,C035781,10.8062,106.659,43.09,0.517,35
836,Z836_C024435,836,D001_3,C024435,10.8066,106.656,27.38,0.34,18
837,Z837_C007402,837,D001_3,C007402,10.8099,106.655,35.93,0.49,23
838,Z838_C012278,838,D001_3,C012278,10.802,106.658,55.11,0.515,14
839,Z839_C028788,839,D001_3,C028788,10.8044,106.661,16.13,0.229,10
840,Z840_C024168,840,D001_3,C024168,10.8016,106.658,6.47,0.174,10
841,Z841_C034912,841,D001_3,C034912,10.8122,106.666,18.52,0.648,29
842,Z842_C049578,842,D001_3,C049578,10.8087,106.66,30.26,0.535,16
843,Z843_C022873,843,D001_3,C022873,10.8082,106.664,15.56,0.376,18
844,Z844_C013618,844,D001_3,C013618,10.8042,106.662,35.44,0.399,26
845,Z845_C031569,845,D001_3,C031569,10.805,106.665,22.37,0.205,13
846,Z846_C025523,846,D001_3,C025523,10.8031,106.667,25.79,0.632,41
847,Z847_C027038,847,D001_3,C027038,10.8049,106.664,19.36,0.434,21
848,Z848_C049133,848,D001_3,C049133,10.7999,106.671,21.97,0.68,26
849,Z849_C000417,849,D001_3,C000417,10.797,106.673,19.78,0.328,10
850,Z850_C016244,850,D001_3,C016244,10.808,106.666,17.49,0.248,12
851,Z851_C049823,851,D001_3,C049823,10.8036,106.673,4.41,0.242,6
852,Z852_C024141,852,D001_3,C024141,10.8058,106.665,7.47,0.672,26
853,Z853_C038651,853,D001_3,C038651,10.8931,106.705,16.13,0.448,40
854,Z854_C035548,854,D001_3,C035548,10.8929,106.692,37.33,0.368,32
855,Z855_C030870,855,D001_3,C030870,10.8933,106.686,17.5,0.391,38
856,Z856_C025376,856,D001_3,C025376,10.8948,106.672,5.59,0.067,14
857,Z857_C000456,857,D001_3,C000456,10.8836,106.698,19.19,0.253,25
858,Z858_C043857,858,D001_3,C043857,10.8804,106.7,29.11,0.647,72
859,Z859_C045882,859,D001_3,C045882,10.8761,106.704,9.47,0.049,5
860,Z860_C029839,860,D001_3,C029839,10.8838,106.707,36.53,0.545,65
861,Z861_C047833,861,D001_3,C047833,10.8629,106.699,10.74,0.436,38
862,Z862_C048195,862,D001_3,C048195,10.8691,106.707,21.45,0.307,52
863,Z863_C037437,863,D001_3,C037437,10.8704,106.692,55.64,0.68,63
864,Z864_C002669,864,D001_3,C002669,10.8642,106.691,10.75,0.245,16
865,Z865_C047956,865,D001_3,C047956,10.8829,106.688,18.73,0.482,27
866,Z866_C029000,866,D001_3,C029000,10.8867,106.693,21.74,0.317,23
867,Z867_C040614,867,D001_3,C040614,10.873,106.686,37.13,0.686,69
868,Z868_C028667,868,D001_3,C028667,10.8739,106.677,12.19,0.444,31
869,Z869_C005548,869,D001_3,C005548,10.8672,106.679,27.75,0.544,48
870,Z870_C044997,870,D001_3,C044997,10.8819,106.682,27.83,0.399,61
871,Z871_C026279,871,D001_3,C026279,10.8846,106.686,48.57,0.388,59
872,Z872_C041566,872,D001_3,C041566,10.8847,106.683,14.8,0.137,13
873,Z873_C002087,873,D001_3,C002087,10.8868,106.685,62.95,0.559,21
874,Z874_C013399,874,D001_3,C013399,10.8818,106.681,43.07,0.436,20
875,Z875_C018635,875,D001_3,C018635,10.8755,106.684,40.66,0.395,19
876,Z876_C025183,876,D001_3,C025183,10.8794,106.688,44.24,0.513,33
877,Z877_C045768,877,D001_3,C045768,10.8758,106.689,42.87,0.563,27
878,Z878_C026665,878,D001_3,C026665,10.8773,106.694,24.21,0.391,26
879,Z879_C025539,879,D001_3,C025539,10.8772,106.683,20.04,0.215,5
880,Z880_C025520,880,D001_3,C025520,10.8728,106.696,43.34,0.483,11
881,Z881_C005490,881,D001_3,C005490,10.8697,106.693,23.15,0.23,8
882,Z882_C004065,882,D001_3,C004065,10.8674,106.693,54.15,0.594,29
883,Z883_C021890,883,D001_3,C021890,10.8904,106.685,27.23,0.361,14
884,Z884_C035402,884,D001_3,C035402,10.8854,106.696,54.53,0.511,24
885,Z885_C012463,885,D001_3,C012463,10.8823,106.696,43.53,0.26,20
886,Z886_C022787,886,D001_3,C022787,10.8938,106.689,46.05,0.416,24
887,Z887_C023278,887,D001_3,C023278,10.8907,106.694,53.98,0.653,31
888,Z888_C023115,888,D001_3,C023115,10.8935,106.693,37.58,0.393,22
889,Z889_C015179,889,D001_3,C015179,10.8866,106.695,28.86,0.372,9
890,Z890_C003372,890,D001_3,C003372,10.8888,106.695,59.76,0.482,43
891,Z891_C028568,891,D001_3,C028568,10.8953,106.687,13.64,0.222,5
892,Z892_C013019,892,D001_3,C013019,10.8783,106.698,50.44,0.528,37
893,Z893_C043425,893,D001_3,C043425,10.8731,106.701,35.86,0.2,11
894,Z894_C008904,894,D001_3,C008904,10.884,106.699,13.14,0.214,6
895,Z895_C015946,895,D001_3,C015946,10.8716,106.699,74.7,0.687,45
896,Z896_C009896,896,D001_3,C009896,10.8679,106.701,43.55,0.531,24
897,Z897_C033566,897,D001_3,C033566,10.8699,106.704,9.92,0.233,6
898,Z898_C030723,898,D001_3,C030723,10.8667,106.707,12.43,0.217,9
899,Z899_C020287,899,D001_3,C020287,10.8663,106.706,41.46,0.577,26
900,Z900_C047114,900,D001_3,C047114,10.8839,106.701,19.63,0.249,13
901,Z901_C024177,901,D001_3,C024177,10.887,106.701,18.74,0.235,11
902,Z902_C012577,902,D001_3,C012577,10.8887,106.701,18.93,0.463,18
903,Z903_C032151,903,D001_3,C032151,10.8921,106.707,55.21,0.444,28
904,Z904_C011238,904,D001_3,C011238,10.8926,106.702,46.1,0.283,9
905,Z905_C032087,905,D001_3,C032087,10.8938,106.711,50.08,0.591,14
906,Z906_C013644,906,D001_3,C013644,10.8829,106.708,47.62,0.216,16
907,Z907_C019331,907,D001_3,C019331,10.8881,106.717,66.3,0.579,23
908,Z908_C021915,908,D001_3,C021915,10.8858,106.711,23.13,0.243,3
909,Z909_C033494,909,D001_3,C033494,10.8816,106.71,32.39,0.3,15
910,Z910_C005948,910,D001_3,C005948,10.8831,106.704,39.27,0.148,17
911,Z911_C008318,911,D001_3,C008318,10.8791,106.704,39.84,0.31,19
912,Z912_C035291,912,D001_3,C035291,10.8807,106.707,19.25,0.437,9
913,Z913_C043825,913,D001_3,C043825,10.8756,106.717,60.48,0.512,30
914,Z914_C000089,914,D001_3,C000089,10.8741,106.711,20.77,0.204,5
915,Z915_C024718,915,D001_3,C024718,10.8704,106.711,30.3,0.611,20
916,Z916_C001899,916,D001_3,C001899,10.8626,106.711,17,0.225,7
917,Z917_C029983,917,D001_3,C029983,10.8662,106.714,54.44,0.646,20
918,Z918_C036614,918,D001_3,C036614,10.8652,106.708,14.8,0.242,10
919,Z919_C030070,919,D001_3,C030070,10.8659,106.707,59.33,0.603,26
920,Z920_C010545,920,D001_3,C010545,10.8003,106.622,44.88,0.539,46
921,Z921_C046872,921,D001_3,C046872,10.7989,106.617,7.68,0.362,29
922,Z922_C020954,922,D001_3,C020954,10.7953,106.623,41.77,0.518,49
923,Z923_C021519,923,D001_3,C021519,10.7855,106.617,44.23,0.627,26
924,Z924_C045395,924,D001_3,C045395,10.7921,106.617,58.13,0.566,37
925,Z925_C007545,925,D001_3,C007545,10.7755,106.626,42.18,0.213,15
926,Z926_C043938,926,D001_3,C043938,10.7884,106.626,52.39,0.634,29
927,Z927_C011826,927,D001_3,C011826,10.7945,106.615,17.16,0.3,22
928,Z928_C022194,928,D001_3,C022194,10.7958,106.61,34.79,0.597,41
929,Z929_C035570,929,D001_3,C035570,10.7829,106.602,49.13,0.547,28
930,Z930_C046794,930,D001_3,C046794,10.7859,106.601,10.72,0.203,4
931,Z931_C033045,931,D001_3,C033045,10.7936,106.601,19.51,0.132,9
932,Z932_C013311,932,D001_3,C013311,10.7783,106.603,7.08,0.193,7
933,Z933_C003065,933,D001_3,C003065,10.7803,106.602,48.12,0.59,18
934,Z934_C048863,934,D001_3,C048863,10.7835,106.6,11.92,0.206,3
935,Z935_C030028,935,D001_3,C030028,10.7774,106.605,25.49,0.187,15
936,Z936_C028105,936,D001_3,C028105,10.7763,106.602,20.05,0.27,15
937,Z937_C004514,937,D001_3,C004514,10.7835,106.612,23.35,0.338,23
938,Z938_C023521,938,D001_3,C023521,10.7821,106.607,19.61,0.402,14
939,Z939_C000698,939,D001_3,C000698,10.7825,106.61,52.32,0.546,24
940,Z940_C002682,940,D001_3,C002682,10.7936,106.607,25.42,0.157,23
941,Z941_C009282,941,D001_3,C009282,10.7774,106.617,63.33,0.352,31
942,Z942_C015244,942,D001_3,C015244,10.796,106.608,21.99,0.318,19
943,Z943_C019100,943,D001_3,C019100,10.7763,106.592,28.17,0.363,30
944,Z944_C022271,944,D001_3,C022271,10.7772,106.587,44.74,0.469,40
945,Z945_C006925,945,D001_3,C006925,10.7749,106.597,59.55,0.489,26
946,Z946_C008372,946,D001_3,C008372,10.7789,106.59,39.98,0.282,20
947,Z947_C003907,947,D001_3,C003907,10.7784,106.595,68.99,0.503,47
948,Z948_C029131,948,D001_3,C029131,10.7849,106.59,31.07,0.591,32
949,Z949_C010446,949,D001_3,C010446,10.7843,106.592,5.93,0.217,14
950,Z950_C027017,950,D001_3,C027017,10.7876,106.593,62.4,0.422,41
951,Z951_C022940,951,D001_3,C022940,10.789,106.596,16.44,0.242,6
952,Z952_C007727,952,D001_3,C007727,10.7793,106.584,43.97,0.267,17
953,Z953_C015918,953,D001_3,C015918,10.8076,106.611,29.77,0.25,14
954,Z954_C019326,954,D001_3,C019326,10.8123,106.608,59.98,0.574,28
955,Z955_C025606,955,D001_3,C025606,10.8034,106.6,53.11,0.491,40
956,Z956_C027330,956,D001_3,C027330,10.8051,106.597,15.97,0.398,32
957,Z957_C003832,957,D001_3,C003832,10.8066,106.601,48.42,0.299,34
958,Z958_C038037,958,D001_3,C038037,10.7935,106.593,70.66,0.629,49
959,Z959_C021600,959,D001_3,C021600,10.7965,106.596,24.62,0.466,17
960,Z960_C015476,960,D001_3,C015476,10.7999,106.594,20.68,0.245,9
961,Z961_C043105,961,D001_3,C043105,10.7959,106.597,34.96,0.359,14
962,Z962_C016031,962,D001_3,C016031,10.8024,106.617,44.47,0.254,33
963,Z963_C033105,963,D001_3,C033105,10.7987,106.608,41.82,0.52,43
964,Z964_C024850,964,D001_3,C024850,10.803,106.613,55.12,0.604,36
965,Z965_C019617,965,D001_3,C019617,10.8049,106.613,46.43,0.301,34
966,Z966_C014653,966,D001_3,C014653,10.8025,106.622,6.95,0.209,8
967,Z967_C028115,967,D001_3,C028115,10.7998,106.586,6.24,0.318,11
968,Z968_C046936,968,D001_3,C046936,10.7932,106.58,24.32,0.109,10
969,Z969_C015956,969,D001_3,C015956,10.7943,106.585,38.19,0.682,28
970,Z970_C038999,970,D001_3,C038999,10.7908,106.582,42.86,0.391,29
971,Z971_C048883,971,D001_3,C048883,10.7898,106.581,47.47,0.4,28
972,Z972_C003161,972,D001_3,C003161,10.8083,106.583,64.44,0.693,62
973,Z973_C046159,973,D001_3,C046159,10.802,106.591,58.61,0.527,42
974,Z974_C015631,974,D001_3,C015631,10.8119,106.592,32.25,0.158,17
975,Z975_C002239,975,D001_3,C002239,10.8113,106.59,44.98,0.336,25
976,Z976_C014737,976,D001_3,C014737,10.81,106.592,39.47,0.121,30
977,Z977_C045994,977,D001_3,C045994,10.8064,106.593,21.62,0.203,3
978,Z978_C042464,978,D001_3,C042464,10.8108,106.595,51.52,0.224,28
979,Z979_C049205,979,D001_3,C049205,10.8148,106.599,41.33,0.212,31
980,Z980_C040487,980,D001_3,C040487,10.8142,106.592,30.42,0.469,25
981,Z981_C041644,981,D001_3,C041644,10.8175,106.585,25.75,0.529,49
982,Z982_C034012,982,D001_3,C034012,10.8535,106.592,33.91,0.367,20
983,Z983_C028135,983,D001_3,C028135,10.8545,106.595,54.9,0.656,28
984,Z984_C041179,984,D001_3,C041179,10.8664,106.592,24.11,0.208,11
985,Z985_C022369,985,D001_3,C022369,10.8627,106.592,12.49,0.234,3
986,Z986_C027277,986,D001_3,C027277,10.8624,106.594,67.02,0.543,37
987,Z987_C016251,987,D001_3,C016251,10.8606,106.594,11.9,0.226,6
988,Z988_C027937,988,D001_3,C027937,10.8562,106.586,63.93,0.512,28
989,Z989_C013709,989,D001_3,C013709,10.8511,106.585,36.27,0.341,13
990,Z990_C000233,990,D001_3,C000233,10.8574,106.584,62.97,0.693,38
991,Z991_C033502,991,D001_3,C033502,10.8613,106.583,62.43,0.572,27
992,Z992_C046881,992,D001_3,C046881,10.8545,106.611,56.73,0.502,29
993,Z993_C018744,993,D001_3,C018744,10.8576,106.6,35.48,0.385,27
994,Z994_C033141,994,D001_3,C033141,10.85,106.601,53,0.543,25
995,Z995_C008062,995,D001_3,C008062,10.8514,106.601,7.66,0.213,14
996,Z996_C040851,996,D001_3,C040851,10.8382,106.581,6.83,0.134,3
997,Z997_C000161,997,D001_3,C000161,10.8402,106.585,65.02,0.529,29
998,Z998_C012329,998,D001_3,C012329,10.8416,106.588,19.91,0.1,3
999,Z999_C032090,999,D001_3,C032090,10.8442,106.584,73.19,0.633,37
1000,Z1000_C038992,1000,D001_3,C038992,10.8427,106.591,11.71,0.149,6
1001,Z1001_C023425,1001,D001_3,C023425,10.8439,106.591,25.02,0.289,8
1002,Z1002_C042645,1002,D001_3,C042645,10.8423,106.597,73.76,0.498,25
1003,Z1003_C011714,1003,D001_3,C011714,10.8409,106.6,12,0.154,10
1004,Z1004_C020395,1004,D001_3,C020395,10.8414,106.601,21.26,0.228,12
1005,Z1005_C026543,1005,D001_3,C026543,10.848,106.598,21.28,0.183,7
1006,Z1006_C020885,1006,D001_3,C020885,10.8431,106.605,29.13,0.468,19
1007,Z1007_C012012,1007,D001_3,C012012,10.8458,106.603,68.59,0.591,26
1008,Z1008_C011426,1008,D001_3,C011426,10.8462,106.608,58.98,0.596,27
1009,Z1009_C039009,1009,D001_3,C039009,10.847,106.613,14.58,0.19,3
1010,Z1010_C031351,1010,D001_3,C031351,10.8353,106.586,65.08,0.59,38
1011,Z1011_C010217,1011,D001_3,C010217,10.8416,106.592,43.96,0.302,19
1012,Z1012_C047574,1012,D001_3,C047574,10.8194,106.6,16.32,0.216,4
1013,Z1013_C015993,1013,D001_3,C015993,10.8266,106.601,76,0.637,33
1014,Z1014_C027145,1014,D001_3,C027145,10.8316,106.605,54.92,0.6,32
1015,Z1015_C012978,1015,D001_3,C012978,10.8365,106.598,60.63,0.607,23
1016,Z1016_C002226,1016,D001_3,C002226,10.8373,106.611,33.25,0.407,19
1017,Z1017_C002076,1017,D001_3,C002076,10.8418,106.607,45.96,0.265,18
1018,Z1018_C027858,1018,D001_3,C027858,10.8364,106.602,49,0.431,20
1019,Z1019_C030775,1019,D001_3,C030775,10.8414,106.604,43.34,0.544,27
1020,Z1020_C033710,1020,D001_3,C033710,10.8239,106.587,24.69,0.152,9
1021,Z1021_C034608,1021,D001_3,C034608,10.8227,106.594,58.2,0.412,18
1022,Z1022_C017184,1022,D001_3,C017184,10.829,106.581,29.03,0.458,18
1023,Z1023_C000671,1023,D001_3,C000671,10.8195,106.584,28.54,0.281,21
1024,Z1024_C042250,1024,D001_3,C042250,10.8304,106.586,55.14,0.642,39
1025,Z1025_C035184,1025,D001_3,C035184,10.824,106.585,46.65,0.382,19
1026,Z1026_C020423,1026,D001_3,C020423,10.7939,106.692,52.27,0.066,32
1027,Z1027_C027444,1027,D001_3,C027444,10.7981,106.684,37.11,0.15,18
1028,Z1028_C013959,1028,D001_3,C013959,10.7961,106.685,45.59,0.148,21
1029,Z1029_C047536,1029,D001_3,C047536,10.8021,106.683,64.28,0.204,18
1030,Z1030_C038728,1030,D001_3,C038728,10.804,106.686,17.28,0.063,4
1031,Z1031_C031454,1031,D001_3,C031454,10.8068,106.69,73.09,0.194,42
1032,Z1032_C027621,1032,D001_3,C027621,10.7925,106.696,20.7,0.008,11
1033,Z1033_C026334,1033,D001_3,C026334,10.8001,106.694,68.92,0.208,13
1034,Z1034_C031777,1034,D001_3,C031777,10.8042,106.697,20.37,0.009,3
1035,Z1035_C047636,1035,D001_3,C047636,10.8025,106.698,20.95,0.081,14
1036,Z1036_C010721,1036,D001_3,C010721,10.8144,106.687,40.25,0.163,12
1037,Z1037_C028769,1037,D001_3,C028769,10.8134,106.689,40.21,0.062,14
1038,Z1038_C046131,1038,D001_3,C046131,10.8102,106.685,19.39,0.133,15
1039,Z1039_C008593,1039,D001_3,C008593,10.8154,106.683,70.18,0.259,34
1040,Z1040_C048753,1040,D001_3,C048753,10.8145,106.681,14.39,0.075,6
1041,Z1041_C004505,1041,D001_3,C004505,10.8066,106.684,39.34,0.187,12
