customer_id,cluster_id,medoid_id,medoid_index,distance_km
C019859,2,C006463,501,3.101261
C019868,7,C008032,630,0.956410
C019900,0,C041816,3311,2.819722
C019916,6,C016665,1320,0.733271
C019919,0,C041816,3311,2.753802
C019929,0,C041816,3311,1.772299
C019932,5,C023800,1861,0.986683
C019935,2,C006463,501,1.946136
C019989,7,C008032,630,2.163149
C020014,4,C001362,118,1.565374
C020037,2,C006463,501,0.810497
C020039,2,C006463,501,2.739171
C020044,0,C041816,3311,1.609829
C020048,7,C008032,630,1.735714
C020068,2,C006463,501,2.684152
C020069,6,C016665,1320,1.407073
C020077,3,C038542,3084,2.604622
C020080,5,C023800,1861,1.810261
C020093,0,C041816,3311,2.800266
C020095,5,C023800,1861,1.995524
C020105,1,C045643,3630,2.167243
C020111,1,C045643,3630,1.208286
C020115,5,C023800,1861,2.025878
C020145,3,C038542,3084,1.857666
C020149,1,C045643,3630,2.371050
C020159,2,C006463,501,1.779695
C020177,1,C045643,3630,1.963753
C020205,7,C008032,630,1.966129
C020217,7,C008032,630,1.178651
C020231,7,C008032,630,1.872444
C020233,3,C038542,3084,0.934343
C020243,5,C023800,1861,1.359962
C020245,1,C045643,3630,2.119999
C020246,4,C001362,118,2.364505
C020250,5,C023800,1861,2.471256
C020253,6,C016665,1320,2.218336
C020275,5,C023800,1861,1.336874
C020289,5,C023800,1861,1.400269
C020335,2,C006463,501,2.783747
C020345,1,C045643,3630,3.228015
C020361,5,C023800,1861,1.451288
C020364,0,C041816,3311,2.343032
C020370,4,C001362,118,3.417629
C020438,6,C016665,1320,1.144373
C020463,6,C016665,1320,0.738732
C020512,6,C016665,1320,1.918731
C020532,4,C001362,118,1.973477
C020543,5,C023800,1861,2.057847
C020548,6,C016665,1320,2.054829
C020563,5,C023800,1861,2.217869
C020565,4,C001362,118,1.792850
C020610,7,C008032,630,2.203440
C020613,4,C001362,118,3.027042
C020618,3,C038542,3084,2.219757
C020632,4,C001362,118,2.111277
C020659,5,C023800,1861,1.073705
C020676,0,C041816,3311,1.785451
C020706,4,C001362,118,1.923970
C020726,4,C001362,118,1.717525
C020777,6,C016665,1320,1.287096
C020833,4,C001362,118,2.083551
C020845,5,C023800,1861,3.065851
C020852,2,C006463,501,0.846702
C020853,7,C008032,630,2.318771
C020866,4,C001362,118,1.275965
C020877,1,C045643,3630,0.750628
C020878,7,C008032,630,2.274151
C020906,5,C023800,1861,1.617571
C020908,1,C045643,3630,2.816088
C020911,7,C008032,630,2.407841
C020912,2,C006463,501,1.818359
C020919,2,C006463,501,0.716924
C020933,6,C016665,1320,2.522346
C020961,1,C045643,3630,1.945218
C020976,7,C008032,630,2.348569
C020981,5,C023800,1861,0.785292
C020994,2,C006463,501,1.770942
C021004,3,C038542,3084,2.326551
C021005,4,C001362,118,2.296452
C021027,7,C008032,630,2.369416
C021040,2,C006463,501,0.200781
C021051,5,C023800,1861,1.651201
C021070,1,C045643,3630,2.166120
C021082,6,C016665,1320,2.401263
C021085,6,C016665,1320,2.050528
C021112,7,C008032,630,1.339029
C021113,3,C038542,3084,2.350091
C021164,7,C008032,630,1.800980
C021169,0,C041816,3311,2.690475
C021173,5,C023800,1861,2.235144
C021232,2,C006463,501,0.311581
C021236,7,C008032,630,2.166330
C021246,7,C008032,630,0.353731
C021259,3,C038542,3084,1.012133
C021264,0,C041816,3311,1.890816
C021299,5,C023800,1861,1.735362
C021301,5,C023800,1861,0.770847
C021307,5,C023800,1861,2.068918
C021312,2,C006463,501,2.779410
C021345,4,C001362,118,1.627312
C021352,0,C041816,3311,2.195497
C021355,7,C008032,630,2.598755
C021356,2,C006463,501,2.316370
C021359,7,C008032,630,1.325848
C021390,0,C041816,3311,2.018374
C021396,1,C045643,3630,1.044469
C021404,5,C023800,1861,1.986718
C021405,0,C041816,3311,1.025066
C021417,4,C001362,118,2.564797
C021437,0,C041816,3311,2.510278
C021442,7,C008032,630,1.067439
C021456,0,C041816,3311,0.915352
C021481,5,C023800,1861,1.223697
C021488,3,C038542,3084,1.222519
C021493,1,C045643,3630,2.134021
C021500,0,C041816,3311,2.967778
C021501,6,C016665,1320,1.059305
C021510,1,C045643,3630,0.819925
C021522,4,C001362,118,2.556794
C021523,6,C016665,1320,1.359409
C021528,2,C006463,501,1.356507
C021573,1,C045643,3630,1.762010
C021578,2,C006463,501,2.371185
C021591,6,C016665,1320,2.630814
C021606,6,C016665,1320,1.833848
C021617,5,C023800,1861,1.653106
C021621,0,C041816,3311,1.434710
C021642,2,C006463,501,1.044126
C021654,5,C023800,1861,2.147834
C021666,5,C023800,1861,2.326766
C021680,2,C006463,501,1.027285
C021696,1,C045643,3630,2.496381
C021777,3,C038542,3084,1.350089
C021828,6,C016665,1320,2.607930
C021835,5,C023800,1861,2.538572
C021851,4,C001362,118,1.896816
C021867,3,C038542,3084,1.813906
C021873,4,C001362,118,3.002725
C021874,6,C016665,1320,1.731921
C021882,5,C023800,1861,2.726254
C021951,3,C038542,3084,2.226795
C021970,4,C001362,118,3.185252
C021975,5,C023800,1861,2.349845
C022023,7,C008032,630,2.208145
C022049,1,C045643,3630,1.726174
C022056,6,C016665,1320,3.091967
C022067,4,C001362,118,1.541674
C022077,1,C045643,3630,2.187503
C022090,2,C006463,501,1.216445
C022111,3,C038542,3084,1.477049
C022128,2,C006463,501,0.037402
C022136,0,C041816,3311,2.230141
C022189,6,C016665,1320,1.111960
C022253,2,C006463,501,2.128156
C022257,0,C041816,3311,1.764245
C022278,5,C023800,1861,2.515649
C022314,0,C041816,3311,1.413598
C022320,0,C041816,3311,2.225244
C022333,4,C001362,118,1.165607
C022350,6,C016665,1320,2.443016
C022355,2,C006463,501,1.594719
C022358,1,C045643,3630,2.499294
C022365,6,C016665,1320,2.573045
C022376,7,C008032,630,1.876570
C022377,1,C045643,3630,1.994655
C022382,3,C038542,3084,0.924892
C022399,6,C016665,1320,2.714454
C022415,0,C041816,3311,1.468525
C022449,6,C016665,1320,1.440426
C022474,7,C008032,630,2.711993
C022488,5,C023800,1861,0.460431
C022511,1,C045643,3630,1.777637
C022525,0,C041816,3311,2.381033
C022528,5,C023800,1861,2.155036
C022544,0,C041816,3311,1.980454
C022552,1,C045643,3630,2.073691
C022556,0,C041816,3311,1.535711
C022561,2,C006463,501,1.675640
C022574,5,C023800,1861,3.138575
C022607,6,C016665,1320,1.675365
C022620,1,C045643,3630,2.394634
C022626,4,C001362,118,2.449316
C022636,4,C001362,118,1.199155
C022644,3,C038542,3084,1.308450
C022647,2,C006463,501,2.391473
C022648,7,C008032,630,0.858425
C022668,2,C006463,501,1.787697
C022671,4,C001362,118,2.247865
C022678,7,C008032,630,0.441091
C022717,7,C008032,630,2.248129
C022718,4,C001362,118,1.976353
C022738,6,C016665,1320,2.163870
C022749,2,C006463,501,1.409291
C022771,0,C041816,3311,2.216094
C022780,4,C001362,118,0.754500
C022805,1,C045643,3630,1.586417
C022809,5,C023800,1861,2.973780
C022814,3,C038542,3084,2.348199
C022816,3,C038542,3084,1.644678
C022823,5,C023800,1861,2.657097
C022824,1,C045643,3630,1.681740
C022852,2,C006463,501,1.265473
C022874,5,C023800,1861,1.928104
C022880,2,C006463,501,2.021233
C022910,2,C006463,501,2.634056
C022933,0,C041816,3311,1.880257
C022934,2,C006463,501,2.306099
C022935,5,C023800,1861,1.812346
C022945,2,C006463,501,1.236539
C022948,1,C045643,3630,1.334253
C022970,1,C045643,3630,1.257684
C022975,1,C045643,3630,2.134085
C022979,7,C008032,630,1.139622
C022989,3,C038542,3084,1.715396
C023003,6,C016665,1320,1.684030
C023014,3,C038542,3084,0.941396
C023016,4,C001362,118,2.009168
C023032,1,C045643,3630,0.784221
C023035,4,C001362,118,1.798577
C023064,1,C045643,3630,1.061625
C023069,1,C045643,3630,2.046186
C023070,5,C023800,1861,0.978752
C023074,0,C041816,3311,3.179139
C023102,5,C023800,1861,2.873183
C023106,5,C023800,1861,1.222996
C023123,1,C045643,3630,1.601326
C023129,7,C008032,630,1.727383
C023133,2,C006463,501,2.288115
C023140,6,C016665,1320,1.355958
C023153,7,C008032,630,2.007895
C023175,5,C023800,1861,2.261693
C023212,6,C016665,1320,1.115043
C023227,1,C045643,3630,1.849233
C023281,5,C023800,1861,1.847286
C023289,4,C001362,118,2.354030
C023291,4,C001362,118,1.900212
C023292,1,C045643,3630,2.250430
C023323,7,C008032,630,1.070705
C023331,3,C038542,3084,2.305840
C023339,4,C001362,118,1.631204
C023351,0,C041816,3311,1.551870
C023365,0,C041816,3311,1.604356
C023398,4,C001362,118,2.870226
C023404,6,C016665,1320,2.439655
C023406,4,C001362,118,1.063675
C023428,0,C041816,3311,1.503933
C023433,5,C023800,1861,2.670036
C023437,2,C006463,501,1.568644
C023442,3,C038542,3084,1.739295
C023444,1,C045643,3630,2.190509
C023452,6,C016665,1320,2.373032
C023463,3,C038542,3084,1.797902
C023494,0,C041816,3311,0.342255
C023500,7,C008032,630,2.326958
C023516,4,C001362,118,2.083092
C023523,4,C001362,118,1.693361
C023532,1,C045643,3630,2.581685
C023533,5,C023800,1861,1.055912
C023568,3,C038542,3084,1.370698
C023580,1,C045643,3630,0.691637
C023581,5,C023800,1861,2.795771
C023593,6,C016665,1320,0.961322
C023603,2,C006463,501,2.004665
C023606,5,C023800,1861,1.954214
C023616,4,C001362,118,1.400026
C023626,6,C016665,1320,2.040149
C023632,4,C001362,118,1.842962
C023654,2,C006463,501,2.417791
C023660,4,C001362,118,1.934546
C023705,5,C023800,1861,2.835417
C023708,3,C038542,3084,2.065396
C023712,3,C038542,3084,1.096132
C023740,0,C041816,3311,3.248775
C023755,7,C008032,630,2.389979
C023771,6,C016665,1320,1.994310
C023791,7,C008032,630,1.423382
C023795,0,C041816,3311,0.485942
C023800,5,C023800,1861,0.000000
C023830,1,C045643,3630,1.867048
C023833,3,C038542,3084,1.369625
C023855,1,C045643,3630,1.963807
C023859,7,C008032,630,0.649924
C023864,3,C038542,3084,2.522232
C023877,0,C041816,3311,2.482998
C023921,7,C008032,630,2.198993
C023935,5,C023800,1861,3.250681
C023938,0,C041816,3311,2.060910
C023955,7,C008032,630,2.056893
C023971,1,C045643,3630,2.182425
C023972,5,C023800,1861,0.838699
C023998,2,C006463,501,1.524550
C024009,2,C006463,501,2.684058
C024041,5,C023800,1861,0.905115
C024044,1,C045643,3630,1.553278
C024046,7,C008032,630,1.448390
C024072,3,C038542,3084,1.697120
C024078,6,C016665,1320,1.802302
C024105,0,C041816,3311,2.892054
C024113,3,C038542,3084,1.777266
C024117,0,C041816,3311,2.483734
C024123,4,C001362,118,1.947383
C024128,5,C023800,1861,1.404892
C024131,2,C006463,501,1.320203
C024135,5,C023800,1861,0.948933
C024179,1,C045643,3630,1.034175
C024183,6,C016665,1320,0.490863
C024203,0,C041816,3311,2.121674
C024204,0,C041816,3311,2.732901
C024216,2,C006463,501,1.428796
C024245,4,C001362,118,0.745026
C024283,7,C008032,630,1.949543
C024303,0,C041816,3311,2.666157
C024309,3,C038542,3084,2.062127
C024327,1,C045643,3630,0.684318
C024344,0,C041816,3311,0.860772
C024349,7,C008032,630,2.337370
C024359,4,C001362,118,1.223999
C024367,7,C008032,630,1.444126
C024384,6,C016665,1320,1.971727
C024386,1,C045643,3630,0.265384
C024389,6,C016665,1320,2.121534
C024399,2,C006463,501,2.551411
C024402,2,C006463,501,2.725482
C024406,0,C041816,3311,1.473493
C024407,2,C006463,501,1.368190
C024438,2,C006463,501,1.470691
C024450,0,C041816,3311,2.517198
C024455,6,C016665,1320,1.955824
C024461,5,C023800,1861,0.387135
C024463,3,C038542,3084,1.491066
C024465,2,C006463,501,1.048835
C024470,5,C023800,1861,1.694668
C024486,5,C023800,1861,1.079820
C024493,0,C041816,3311,2.161939
C024496,0,C041816,3311,1.589591
C024504,2,C006463,501,1.821946
C024513,3,C038542,3084,2.148004
C024516,0,C041816,3311,0.855422
C024526,4,C001362,118,0.760216
C024548,3,C038542,3084,2.240432
C024573,5,C023800,1861,0.701422
C024585,5,C023800,1861,0.819422
C024602,5,C023800,1861,1.620240
C024609,4,C001362,118,1.772200
C024612,1,C045643,3630,1.693769
C024630,4,C001362,118,0.883087
C024632,3,C038542,3084,3.166769
C024643,1,C045643,3630,1.684842
C024645,3,C038542,3084,1.256014
C024652,4,C001362,118,2.349941
C024662,0,C041816,3311,0.642659
C024683,2,C006463,501,2.817178
C024714,6,C016665,1320,2.415622
C024732,7,C008032,630,2.604051
C024770,2,C006463,501,1.665053
C024772,4,C001362,118,2.262548
C024793,6,C016665,1320,2.225725
C024833,4,C001362,118,1.172663
C024846,3,C038542,3084,2.335416
C024879,5,C023800,1861,2.097821
C024881,0,C041816,3311,1.604886
C024883,4,C001362,118,1.901351
C024888,7,C008032,630,2.353867
C024889,7,C008032,630,2.320125
C024911,6,C016665,1320,2.065983
C024933,3,C038542,3084,3.134243
C024966,4,C001362,118,2.201652
C024983,6,C016665,1320,2.359772
C024992,5,C023800,1861,2.042773
C024994,5,C023800,1861,2.551037
C025003,4,C001362,118,0.821867
C025004,7,C008032,630,2.014621
C025024,1,C045643,3630,1.942682
C025037,6,C016665,1320,0.518886
C025048,1,C045643,3630,1.769652
C025050,1,C045643,3630,1.251123
C025062,1,C045643,3630,0.539271
C025081,6,C016665,1320,1.356541
C025105,3,C038542,3084,1.045665
C025119,2,C006463,501,1.136246
C025128,7,C008032,630,1.562781
C025151,2,C006463,501,2.584166
C025171,4,C001362,118,1.422008
C025186,3,C038542,3084,2.017376
C025187,0,C041816,3311,2.042743
C025193,1,C045643,3630,2.017075
C025196,7,C008032,630,1.461994
C025214,4,C001362,118,2.359033
C025237,7,C008032,630,2.855563
C025242,5,C023800,1861,1.800534
C025248,3,C038542,3084,2.156311
C025257,6,C016665,1320,1.246756
C025258,0,C041816,3311,0.925793
C025282,6,C016665,1320,1.384421
C025308,3,C038542,3084,1.174989
C025311,7,C008032,630,2.275210
C025312,1,C045643,3630,2.460891
C025313,7,C008032,630,2.789832
C025323,0,C041816,3311,1.555054
C025371,2,C006463,501,1.290080
C025380,2,C006463,501,0.499596
C025402,5,C023800,1861,2.065289
C025404,0,C041816,3311,1.116671
C025445,3,C038542,3084,1.892333
C025457,2,C006463,501,0.964971
C025459,4,C001362,118,0.416009
C025466,3,C038542,3084,0.915651
C025496,7,C008032,630,2.003334
C025499,7,C008032,630,0.581201
C025527,5,C023800,1861,2.303739
C025532,7,C008032,630,2.106088
C025573,7,C008032,630,1.830894
C025589,7,C008032,630,2.648957
C025607,3,C038542,3084,1.401435
C025626,2,C006463,501,1.057155
C025635,1,C045643,3630,1.941495
C025676,6,C016665,1320,1.432236
C025679,1,C045643,3630,2.728520
C025717,4,C001362,118,1.507362
C025718,2,C006463,501,1.821567
C025741,6,C016665,1320,2.300631
C025747,1,C045643,3630,2.321552
C025780,1,C045643,3630,1.727507
C025793,0,C041816,3311,1.030119
C025797,3,C038542,3084,2.120487
C025798,5,C023800,1861,1.776301
C025803,0,C041816,3311,1.368570
C025810,6,C016665,1320,1.770238
C025822,6,C016665,1320,0.709754
C025830,5,C023800,1861,2.279827
C025831,7,C008032,630,2.443860
C025836,7,C008032,630,1.072143
C025853,4,C001362,118,2.162823
C025884,1,C045643,3630,1.001250
C025902,7,C008032,630,2.319377
C025942,0,C041816,3311,2.564778
C025985,5,C023800,1861,2.663950
C025998,3,C038542,3084,2.373436
C025999,6,C016665,1320,0.937356
C026008,4,C001362,118,0.256202
C026009,7,C008032,630,1.093190
C026010,0,C041816,3311,1.061875
C026013,7,C008032,630,1.446895
C026022,5,C023800,1861,0.188502
C026033,4,C001362,118,2.639159
C026037,0,C041816,3311,1.921738
C026048,6,C016665,1320,3.111406
C026049,2,C006463,501,1.646154
C026052,1,C045643,3630,2.512442
C026053,0,C041816,3311,1.677632
C026058,0,C041816,3311,3.065362
C026061,3,C038542,3084,0.975236
C026085,5,C023800,1861,1.523591
C026103,0,C041816,3311,2.790097
C026118,7,C008032,630,1.357327
C026130,0,C041816,3311,1.998179
C026145,5,C023800,1861,1.005024
C026149,1,C045643,3630,1.509758
C026155,5,C023800,1861,1.731282
C026164,2,C006463,501,1.433055
C026192,7,C008032,630,3.025095
C026202,2,C006463,501,1.591280
C026235,5,C023800,1861,2.548594
C026257,2,C006463,501,1.792736
C026270,4,C001362,118,2.798434
C026273,2,C006463,501,1.167526
C026278,2,C006463,501,0.347580
C026283,2,C006463,501,1.196261
C026286,4,C001362,118,2.085106
C026301,4,C001362,118,1.578987
C026335,3,C038542,3084,1.429614
C026342,3,C038542,3084,1.567693
C026355,1,C045643,3630,0.724696
C026358,0,C041816,3311,3.093614
C026373,2,C006463,501,2.704368
C026394,5,C023800,1861,1.776585
C026441,4,C001362,118,1.470815
C026444,5,C023800,1861,2.343180
C026448,2,C006463,501,2.430250
C026454,4,C001362,118,1.051848
C026462,2,C006463,501,1.555295
C026468,5,C023800,1861,1.693047
C026470,2,C006463,501,2.048714
C026502,2,C006463,501,1.620806
C026526,3,C038542,3084,2.120377
C026528,6,C016665,1320,0.670532
C026529,6,C016665,1320,2.130130
C026533,2,C006463,501,1.424198
C026559,6,C016665,1320,1.292451
C026562,1,C045643,3630,2.736156
C026569,5,C023800,1861,1.432212
C026592,6,C016665,1320,2.056715
C026602,6,C016665,1320,0.999205
C026609,0,C041816,3311,1.061215
C026613,0,C041816,3311,2.433112
C026621,2,C006463,501,1.991703
C026634,2,C006463,501,2.079733
C026671,1,C045643,3630,0.785081
C026691,0,C041816,3311,0.657795
C026698,6,C016665,1320,1.699779
C026703,1,C045643,3630,1.122230
C026706,7,C008032,630,1.965123
C026713,4,C001362,118,1.621252
C026723,7,C008032,630,0.928988
C026748,5,C023800,1861,2.437180
C026773,2,C006463,501,1.630194
C026777,5,C023800,1861,2.208070
C026788,3,C038542,3084,0.790278
C026798,0,C041816,3311,3.005326
C026815,6,C016665,1320,2.543134
C026830,4,C001362,118,0.948425
C026839,7,C008032,630,1.381795
C026852,2,C006463,501,1.908310
C026855,6,C016665,1320,1.758055
C026866,7,C008032,630,1.370615
C026884,7,C008032,630,3.118130
C026885,0,C041816,3311,2.919826
C026892,1,C045643,3630,1.613354
C026900,6,C016665,1320,2.388794
C026917,6,C016665,1320,1.726523
C026930,1,C045643,3630,0.770634
C026940,0,C041816,3311,2.797304
C026957,2,C006463,501,3.105271
C026959,0,C041816,3311,1.084285
C026962,5,C023800,1861,0.856413
C026974,0,C041816,3311,2.623670
C026996,0,C041816,3311,0.628730
C027023,7,C008032,630,1.599672
C027048,3,C038542,3084,0.240754
C027057,1,C045643,3630,2.063962
C027062,7,C008032,630,1.163885
C027070,4,C001362,118,2.402351
C027085,1,C045643,3630,0.924029
C027108,1,C045643,3630,2.044123
C027146,6,C016665,1320,1.405061
C027190,1,C045643,3630,1.346106
C027196,3,C038542,3084,2.850897
C027198,1,C045643,3630,2.637097
C027204,5,C023800,1861,1.177274
C027206,2,C006463,501,1.004878
C027221,4,C001362,118,2.615455
C027264,6,C016665,1320,0.533367
C027269,0,C041816,3311,2.213746
C027280,1,C045643,3630,1.533039
C027286,2,C006463,501,2.590360
C027293,4,C001362,118,2.847635
C027314,1,C045643,3630,1.075906
C027324,0,C041816,3311,1.806162
C027334,3,C038542,3084,0.698467
C027338,3,C038542,3084,1.933295
C027344,3,C038542,3084,1.451307
C027359,2,C006463,501,1.807303
C027367,4,C001362,118,1.186031
C027376,1,C045643,3630,1.096275
C027378,5,C023800,1861,2.805184
C027420,5,C023800,1861,0.432645
C027449,3,C038542,3084,0.817036
C027467,3,C038542,3084,2.494513
C027474,2,C006463,501,1.324246
C027501,1,C045643,3630,1.372865
C027523,1,C045643,3630,2.102939
C027530,6,C016665,1320,1.879778
C027533,1,C045643,3630,0.436778
C027536,4,C001362,118,1.549827
C027578,6,C016665,1320,0.624486
C027582,7,C008032,630,2.825640
C027591,7,C008032,630,2.381072
C027605,5,C023800,1861,3.014768
C027635,3,C038542,3084,0.389652
C027639,1,C045643,3630,2.249207
C027641,1,C045643,3630,1.722560
C027644,2,C006463,501,1.345846
C027656,4,C001362,118,1.077070
C027668,2,C006463,501,1.293238
C027674,7,C008032,630,0.788359
C027681,4,C001362,118,2.188945
C027692,0,C041816,3311,0.926275
C027694,5,C023800,1861,2.933397
C027731,6,C016665,1320,1.925129
C027745,0,C041816,3311,0.202114
C027762,6,C016665,1320,2.429551
C027763,5,C023800,1861,2.429659
C027766,4,C001362,118,1.366851
C027795,5,C023800,1861,0.798162
C027820,5,C023800,1861,0.457484
C027847,4,C001362,118,1.734706
C027848,4,C001362,118,3.085110
C027851,3,C038542,3084,2.838307
C027856,5,C023800,1861,2.466368
C027875,5,C023800,1861,0.982844
C027876,1,C045643,3630,3.112879
C027882,0,C041816,3311,1.946703
C027886,6,C016665,1320,2.074133
C027897,0,C041816,3311,2.403008
C027931,4,C001362,118,1.786392
C027936,1,C045643,3630,1.865710
C027962,5,C023800,1861,2.517577
C027971,5,C023800,1861,2.715514
C028030,0,C041816,3311,1.478537
C028033,6,C016665,1320,3.021481
C028056,7,C008032,630,2.131006
C028112,5,C023800,1861,0.888554
C028155,0,C041816,3311,1.549905
C028156,5,C023800,1861,0.933267
C028171,5,C023800,1861,3.239450
C028172,4,C001362,118,2.452360
C028187,0,C041816,3311,1.459497
C028191,1,C045643,3630,2.297627
C028220,3,C038542,3084,1.826283
C028223,0,C041816,3311,2.842466
C028233,1,C045643,3630,0.198061
C028236,5,C023800,1861,2.455048
C028239,5,C023800,1861,2.082079
C028266,7,C008032,630,2.905713
C028280,2,C006463,501,1.637681
C028281,5,C023800,1861,3.328814
C028306,1,C045643,3630,1.320049
C028329,5,C023800,1861,3.015157
C028341,4,C001362,118,0.932390
C028345,4,C001362,118,2.255460
C028369,1,C045643,3630,2.419992
C028380,3,C038542,3084,2.083765
C028393,2,C006463,501,0.718607
C028403,2,C006463,501,1.144006
C028413,5,C023800,1861,3.579063
C028416,1,C045643,3630,2.175249
C028431,7,C008032,630,0.857972
C028433,4,C001362,118,2.299048
C028436,6,C016665,1320,1.696591
C028440,4,C001362,118,0.917953
C028447,6,C016665,1320,1.166686
C028469,2,C006463,501,0.863301
C028470,1,C045643,3630,2.096595
C028483,3,C038542,3084,1.053713
C028488,3,C038542,3084,0.717790
C028490,2,C006463,501,2.269226
C028492,7,C008032,630,2.522361
C028530,0,C041816,3311,1.345346
C028536,7,C008032,630,2.180529
C028540,3,C038542,3084,0.396421
C028556,1,C045643,3630,1.400298
C028563,0,C041816,3311,1.655914
C028578,4,C001362,118,1.191651
C028581,1,C045643,3630,1.518968
C028587,2,C006463,501,1.539489
C028590,1,C045643,3630,1.909392
C028596,2,C006463,501,2.370123
C028604,0,C041816,3311,2.686906
C028614,7,C008032,630,0.982388
C028617,4,C001362,118,1.576599
C028626,4,C001362,118,1.181499
C028630,0,C041816,3311,1.669912
C028632,1,C045643,3630,1.383271
C028642,3,C038542,3084,2.596410
C028649,5,C023800,1861,1.245032
C028657,4,C001362,118,2.160828
C028687,6,C016665,1320,1.372367
C028728,1,C045643,3630,0.965832
C028740,1,C045643,3630,1.936331
C028747,1,C045643,3630,1.005760
C028779,7,C008032,630,2.460541
C028781,0,C041816,3311,2.830997
C028792,4,C001362,118,2.400594
C028799,6,C016665,1320,2.519115
C028807,4,C001362,118,2.020376
C028840,0,C041816,3311,0.162074
C028846,1,C045643,3630,2.550268
C028855,1,C045643,3630,1.653896
C028858,0,C041816,3311,2.319973
C028862,2,C006463,501,1.702654
C028865,0,C041816,3311,1.697337
C028884,0,C041816,3311,2.536365
C028897,2,C006463,501,2.403013
C028919,0,C041816,3311,0.817601
C028936,6,C016665,1320,1.024864
C028939,0,C041816,3311,1.582901
C028951,1,C045643,3630,2.051478
C028956,7,C008032,630,2.088545
C028959,7,C008032,630,3.195056
C028961,7,C008032,630,1.388236
C028964,5,C023800,1861,1.319866
C029011,7,C008032,630,1.966260
C029035,1,C045643,3630,2.446455
C029078,3,C038542,3084,2.150676
C029123,3,C038542,3084,2.633317
C029128,4,C001362,118,2.388053
C029135,5,C023800,1861,1.534755
C029176,1,C045643,3630,1.128543
C029218,1,C045643,3630,0.433686
C029235,0,C041816,3311,2.097088
C029241,6,C016665,1320,1.848245
C029254,7,C008032,630,1.199230
C029262,0,C041816,3311,2.047987
C029269,6,C016665,1320,1.717938
C029280,0,C041816,3311,0.986995
C029307,4,C001362,118,0.963827
C029314,0,C041816,3311,1.881589
C029320,6,C016665,1320,2.239633
C029347,7,C008032,630,0.840466
C029351,7,C008032,630,2.170410
C029356,3,C038542,3084,1.953649
C029362,4,C001362,118,1.692761
C029375,3,C038542,3084,0.636980
C029381,2,C006463,501,1.519811
C029393,5,C023800,1861,2.549802
C029394,4,C001362,118,2.504435
C029405,7,C008032,630,1.755470
C029406,6,C016665,1320,2.245679
C029414,6,C016665,1320,0.824869
C029426,1,C045643,3630,2.025931
C029429,7,C008032,630,1.153686
C029435,6,C016665,1320,2.718036
C029436,4,C001362,118,2.453694
C029452,0,C041816,3311,2.096865
C029464,5,C023800,1861,3.403915
C029466,3,C038542,3084,2.277853
C029472,0,C041816,3311,0.517451
C029474,4,C001362,118,2.802999
C029478,1,C045643,3630,0.558583
C029490,7,C008032,630,2.141273
C029495,3,C038542,3084,1.053492
C029508,1,C045643,3630,1.682755
C029548,0,C041816,3311,0.924160
C029576,6,C016665,1320,1.869520
C029580,5,C023800,1861,1.268948
C029596,7,C008032,630,1.653993
C029603,7,C008032,630,2.492363
C029621,6,C016665,1320,2.250733
C029632,7,C008032,630,2.619884
C029655,7,C008032,630,2.396412
C029671,6,C016665,1320,1.987997
C029674,2,C006463,501,1.392073
C029685,3,C038542,3084,1.472957
C029689,3,C038542,3084,1.164963
C029696,2,C006463,501,2.556328
C029712,5,C023800,1861,2.263203
C029719,0,C041816,3311,2.193487
C029729,7,C008032,630,1.454565
C029741,2,C006463,501,1.965873
C029746,7,C008032,630,2.381890
C029770,4,C001362,118,2.168886
C029791,7,C008032,630,0.239621
C029797,5,C023800,1861,3.180219
C029798,2,C006463,501,2.401834
C029802,1,C045643,3630,1.678771
C029811,3,C038542,3084,1.491326
C029827,6,C016665,1320,1.704085
C029828,3,C038542,3084,1.413247
C029837,4,C001362,118,1.118638
C029846,3,C038542,3084,1.997438
C029849,3,C038542,3084,1.388164
C029862,4,C001362,118,1.642684
C029876,5,C023800,1861,1.963264
C029909,1,C045643,3630,1.934516
C029918,4,C001362,118,0.923512
C029932,5,C023800,1861,1.828101
C029951,7,C008032,630,1.297877
C029980,3,C038542,3084,1.056592
C029986,2,C006463,501,1.640763
C029997,6,C016665,1320,3.040542
C030013,1,C045643,3630,2.485020
C030015,3,C038542,3084,2.300820
C030020,3,C038542,3084,2.296784
C030031,6,C016665,1320,0.907728
C030032,7,C008032,630,1.826473
C030034,6,C016665,1320,2.812242
C030043,5,C023800,1861,1.288386
C030054,7,C008032,630,0.828339
C030068,1,C045643,3630,0.838792
C030074,4,C001362,118,1.252771
C030091,0,C041816,3311,3.127480
C030100,0,C041816,3311,1.174294
C030111,7,C008032,630,0.875491
C030115,3,C038542,3084,0.608619
C030137,6,C016665,1320,0.950327
C030140,6,C016665,1320,0.966392
C030149,2,C006463,501,1.618181
C030197,1,C045643,3630,2.526139
C030208,7,C008032,630,1.552773
C030216,0,C041816,3311,1.898662
C030253,6,C016665,1320,1.574482
C030260,1,C045643,3630,1.921027
C030262,4,C001362,118,2.756619
C030274,7,C008032,630,1.735465
C030276,3,C038542,3084,1.460394
C030298,6,C016665,1320,2.443052
C030314,2,C006463,501,2.263596
C030326,3,C038542,3084,1.094722
C030345,6,C016665,1320,2.805535
C030394,6,C016665,1320,1.654397
C030421,5,C023800,1861,2.439438
C030438,7,C008032,630,2.447949
