Customer_ID,Cluster_ID,Assigned_Medoid_Index,Assigned_Medoid_ID,Distance_km
"C023377",2,868,"C001904",3.684276
"C023378",1,5732,"C012734",8.964179
"C023380",5,21482,"C047883",7.453017
"C023386",1,5732,"C012734",12.693881
"C023387",5,21482,"C047883",1.815839
"C023390",0,5705,"C012675",5.934043
"C023393",5,21482,"C047883",3.074084
"C023395",1,5732,"C012734",2.539760
"C023396",0,5705,"C012675",8.175566
"C023399",1,5732,"C012734",2.515456
"C023400",1,5732,"C012734",8.346963
"C023405",1,5732,"C012734",11.541070
"C023407",2,868,"C001904",2.728155
"C023409",3,16827,"C037407",3.502473
"C023410",5,21482,"C047883",11.013658
"C023412",1,5732,"C012734",13.580526
"C023413",0,5705,"C012675",8.196471
"C023416",1,5732,"C012734",8.741493
"C023417",3,16827,"C037407",6.322702
"C023420",0,5705,"C012675",5.609040
"C023421",1,5732,"C012734",3.138883
"C023425",5,21482,"C047883",13.989605
"C023427",3,16827,"C037407",7.512924
"C023429",0,5705,"C012675",1.196096
"C023431",4,9961,"C022249",2.676874
"C023434",3,16827,"C037407",1.622131
"C023435",1,5732,"C012734",7.318281
"C023438",4,9961,"C022249",4.049000
"C023439",5,21482,"C047883",7.209786
"C023440",5,21482,"C047883",1.537766
"C023441",5,21482,"C047883",2.666492
"C023446",2,868,"C001904",8.174675
"C023447",4,9961,"C022249",5.212548
"C023450",0,5705,"C012675",5.761047
"C023451",5,21482,"C047883",12.567198
"C023454",2,868,"C001904",8.505475
"C023455",2,868,"C001904",2.946732
"C023456",5,21482,"C047883",4.558757
"C023461",0,5705,"C012675",8.189932
"C023465",4,9961,"C022249",5.658028
"C023472",2,868,"C001904",3.725632
"C023477",2,868,"C001904",7.413883
"C023479",4,9961,"C022249",2.516501
"C023480",5,21482,"C047883",10.305282
"C023481",3,16827,"C037407",8.742229
"C023486",0,5705,"C012675",8.130685
"C023487",5,21482,"C047883",4.674308
"C023488",1,5732,"C012734",14.726378
"C023489",2,868,"C001904",5.057884
"C023490",5,21482,"C047883",5.459888
"C023492",4,9961,"C022249",5.971015
"C023495",4,9961,"C022249",9.695771
"C023496",3,16827,"C037407",4.916042
"C023497",0,5705,"C012675",6.834570
"C023498",4,9961,"C022249",6.186964
"C023501",1,5732,"C012734",6.954473
"C023502",4,9961,"C022249",6.714648
"C023503",3,16827,"C037407",7.062894
"C023506",1,5732,"C012734",4.247708
"C023507",2,868,"C001904",3.242441
"C023508",0,5705,"C012675",2.583911
"C023511",2,868,"C001904",4.954697
"C023514",1,5732,"C012734",7.855689
"C023515",4,9961,"C022249",1.828598
"C023521",5,21482,"C047883",10.069541
"C023522",4,9961,"C022249",5.078194
"C023526",5,21482,"C047883",13.689615
"C023528",5,21482,"C047883",3.015966
"C023531",5,21482,"C047883",7.017586
"C023534",1,5732,"C012734",3.507050
"C023535",2,868,"C001904",0.280161
"C023537",0,5705,"C012675",6.801979
"C023538",4,9961,"C022249",4.749139
"C023540",0,5705,"C012675",5.931900
"C023546",0,5705,"C012675",1.888348
"C023547",1,5732,"C012734",1.878177
"C023548",4,9961,"C022249",6.865885
"C023551",5,21482,"C047883",13.576872
"C023553",4,9961,"C022249",8.229736
"C023561",5,21482,"C047883",10.587048
"C023563",5,21482,"C047883",10.110076
"C023564",0,5705,"C012675",6.202047
"C023565",3,16827,"C037407",6.073000
"C023567",3,16827,"C037407",2.456846
"C023573",3,16827,"C037407",5.048491
"C023574",1,5732,"C012734",11.536697
"C023575",1,5732,"C012734",5.204025
"C023576",2,868,"C001904",3.782352
"C023577",2,868,"C001904",5.100995
"C023578",3,16827,"C037407",5.441215
"C023582",0,5705,"C012675",10.255519
"C023585",2,868,"C001904",8.189882
"C023587",3,16827,"C037407",8.318788
"C023589",1,5732,"C012734",8.250534
"C023591",1,5732,"C012734",3.795737
"C023592",5,21482,"C047883",4.234149
"C023596",1,5732,"C012734",9.173718
"C023599",0,5705,"C012675",5.116649
"C023601",0,5705,"C012675",5.670484
"C023604",0,5705,"C012675",3.506554
"C023607",1,5732,"C012734",10.346043
"C023608",4,9961,"C022249",2.759856
"C023609",2,868,"C001904",8.655287
"C023610",2,868,"C001904",8.943782
"C023611",0,5705,"C012675",8.317884
"C023612",4,9961,"C022249",2.189017
"C023613",5,21482,"C047883",4.849267
"C023614",2,868,"C001904",6.616100
"C023618",3,16827,"C037407",6.812870
"C023619",5,21482,"C047883",12.019984
"C023627",3,16827,"C037407",4.212909
"C023628",5,21482,"C047883",2.334753
"C023630",2,868,"C001904",9.091616
"C023631",2,868,"C001904",7.067131
"C023634",1,5732,"C012734",10.402721
"C023636",0,5705,"C012675",6.433347
"C023637",5,21482,"C047883",2.620291
"C023639",1,5732,"C012734",7.613552
"C023640",5,21482,"C047883",2.896754
"C023641",1,5732,"C012734",12.213386
"C023642",4,9961,"C022249",6.426762
"C023644",3,16827,"C037407",2.850083
"C023646",2,868,"C001904",6.532795
"C023649",1,5732,"C012734",12.544319
"C023651",1,5732,"C012734",6.866113
"C023652",4,9961,"C022249",2.503142
"C023653",5,21482,"C047883",8.469046
"C023655",4,9961,"C022249",5.654519
"C023656",1,5732,"C012734",7.285134
"C023661",0,5705,"C012675",7.245189
"C023663",1,5732,"C012734",4.578618
"C023667",1,5732,"C012734",1.300394
"C023668",1,5732,"C012734",2.821400
"C023669",2,868,"C001904",2.105210
"C023670",2,868,"C001904",7.478675
"C023671",3,16827,"C037407",4.632229
"C023672",2,868,"C001904",6.076913
"C023673",4,9961,"C022249",1.250010
"C023674",2,868,"C001904",8.835878
"C023679",3,16827,"C037407",6.497888
"C023681",2,868,"C001904",3.362097
"C023687",4,9961,"C022249",3.161476
"C023691",0,5705,"C012675",6.840793
"C023694",0,5705,"C012675",4.361023
"C023696",1,5732,"C012734",2.296747
"C023697",2,868,"C001904",8.513811
"C023699",4,9961,"C022249",5.303412
"C023700",5,21482,"C047883",4.605485
"C023702",3,16827,"C037407",4.412525
"C023703",1,5732,"C012734",2.021488
"C023704",5,21482,"C047883",7.640339
"C023706",5,21482,"C047883",11.799768
"C023710",5,21482,"C047883",6.464581
"C023713",2,868,"C001904",2.310648
"C023716",0,5705,"C012675",5.070627
"C023717",5,21482,"C047883",8.061381
"C023718",4,9961,"C022249",0.782006
"C023719",5,21482,"C047883",9.232552
"C023721",3,16827,"C037407",6.132111
"C023725",5,21482,"C047883",13.823545
"C023726",4,9961,"C022249",2.120886
"C023728",5,21482,"C047883",5.307858
"C023737",1,5732,"C012734",6.718070
"C023741",1,5732,"C012734",15.477007
"C023743",0,5705,"C012675",1.510443
"C023744",1,5732,"C012734",9.305376
"C023745",5,21482,"C047883",6.152456
"C023747",5,21482,"C047883",11.537976
"C023750",5,21482,"C047883",4.853408
"C023752",0,5705,"C012675",9.499206
"C023757",0,5705,"C012675",5.083941
"C023758",4,9961,"C022249",0.903541
"C023759",2,868,"C001904",8.126394
"C023761",1,5732,"C012734",8.183752
"C023763",4,9961,"C022249",4.814423
"C023766",1,5732,"C012734",7.145257
"C023768",2,868,"C001904",1.172894
"C023770",0,5705,"C012675",5.459015
"C023772",1,5732,"C012734",8.253234
"C023774",1,5732,"C012734",6.663284
"C023778",1,5732,"C012734",2.468604
"C023782",1,5732,"C012734",3.270963
"C023783",3,16827,"C037407",5.904335
"C023785",1,5732,"C012734",3.328603
"C023786",1,5732,"C012734",3.003951
"C023788",2,868,"C001904",6.050926
"C023789",1,5732,"C012734",7.505335
"C023797",4,9961,"C022249",6.716753
"C023799",4,9961,"C022249",1.604988
"C023801",5,21482,"C047883",9.907964
"C023802",4,9961,"C022249",1.696624
"C023803",4,9961,"C022249",0.193195
"C023806",2,868,"C001904",3.598112
"C023810",0,5705,"C012675",2.151490
"C023811",2,868,"C001904",6.754430
"C023816",4,9961,"C022249",2.478545
"C023824",1,5732,"C012734",3.920553
"C023825",3,16827,"C037407",1.869427
"C023826",0,5705,"C012675",4.746790
"C023828",0,5705,"C012675",5.427675
"C023829",3,16827,"C037407",4.279997
"C023831",5,21482,"C047883",1.753783
"C023836",0,5705,"C012675",6.411552
"C023837",0,5705,"C012675",3.360433
"C023839",0,5705,"C012675",5.022012
"C023840",5,21482,"C047883",3.197921
"C023841",5,21482,"C047883",2.394977
"C023842",1,5732,"C012734",14.082918
"C023845",1,5732,"C012734",12.294291
"C023846",5,21482,"C047883",3.144073
"C023847",1,5732,"C012734",11.388764
"C023848",0,5705,"C012675",8.830292
"C023849",5,21482,"C047883",5.587135
"C023850",5,21482,"C047883",2.373478
"C023851",1,5732,"C012734",6.825039
"C023854",5,21482,"C047883",4.128334
"C023861",1,5732,"C012734",10.096844
"C023862",1,5732,"C012734",14.142768
"C023865",0,5705,"C012675",2.293841
"C023869",1,5732,"C012734",11.040638
"C023870",5,21482,"C047883",6.006458
"C023872",1,5732,"C012734",5.437281
"C023876",5,21482,"C047883",11.191059
"C023879",1,5732,"C012734",6.618838
"C023883",3,16827,"C037407",6.014988
"C023889",4,9961,"C022249",2.994797
"C023890",4,9961,"C022249",7.528441
"C023893",0,5705,"C012675",5.822066
"C023899",3,16827,"C037407",0.711240
"C023905",2,868,"C001904",1.790955
"C023909",2,868,"C001904",9.594460
"C023910",5,21482,"C047883",3.641327
"C023914",5,21482,"C047883",10.138568
"C023916",2,868,"C001904",7.084345
"C023918",1,5732,"C012734",2.828069
"C023919",3,16827,"C037407",2.553321
"C023925",0,5705,"C012675",9.876425
"C023926",4,9961,"C022249",3.213251
"C023927",5,21482,"C047883",10.180548
"C023933",5,21482,"C047883",2.228712
"C023934",1,5732,"C012734",6.505322
"C023941",1,5732,"C012734",6.223215
"C023942",1,5732,"C012734",0.485286
"C023944",0,5705,"C012675",10.254010
"C023945",2,868,"C001904",6.358413
"C023947",0,5705,"C012675",0.689228
"C023948",0,5705,"C012675",4.156833
"C023949",5,21482,"C047883",5.413672
"C023964",2,868,"C001904",6.642717
"C023967",0,5705,"C012675",5.044004
"C023969",4,9961,"C022249",8.041584
"C023970",1,5732,"C012734",11.797399
"C023974",1,5732,"C012734",3.883026
"C023975",5,21482,"C047883",7.461523
"C023977",2,868,"C001904",3.165153
"C023978",2,868,"C001904",4.752529
"C023982",1,5732,"C012734",1.523481
"C023983",5,21482,"C047883",12.654052
"C023984",4,9961,"C022249",1.404576
"C023985",0,5705,"C012675",2.923943
"C023987",0,5705,"C012675",9.352426
"C023988",0,5705,"C012675",9.202742
"C023990",5,21482,"C047883",1.097523
"C023992",5,21482,"C047883",13.180800
"C023994",5,21482,"C047883",1.203486
"C023996",3,16827,"C037407",6.983354
"C023999",5,21482,"C047883",6.587970
"C024001",0,5705,"C012675",6.078810
"C024002",3,16827,"C037407",4.923446
"C024003",5,21482,"C047883",14.989023
"C024006",2,868,"C001904",8.115134
"C024011",5,21482,"C047883",7.044622
"C024012",3,16827,"C037407",9.046134
"C024014",4,9961,"C022249",3.021210
"C024016",1,5732,"C012734",8.598203
"C024017",1,5732,"C012734",8.292693
"C024018",5,21482,"C047883",9.014998
"C024020",5,21482,"C047883",8.235506
"C024021",5,21482,"C047883",10.523748
"C024023",2,868,"C001904",2.244391
"C024024",1,5732,"C012734",8.825217
"C024025",0,5705,"C012675",3.098648
"C024028",3,16827,"C037407",7.549817
"C024029",5,21482,"C047883",8.522288
"C024031",5,21482,"C047883",12.511838
"C024032",4,9961,"C022249",5.148042
"C024034",5,21482,"C047883",15.873114
"C024035",5,21482,"C047883",13.189004
"C024036",1,5732,"C012734",6.290237
"C024037",4,9961,"C022249",2.397895
"C024039",0,5705,"C012675",9.301945
"C024040",4,9961,"C022249",4.958289
"C024042",5,21482,"C047883",9.931053
"C024043",2,868,"C001904",1.836962
"C024050",2,868,"C001904",3.123403
"C024051",1,5732,"C012734",2.703151
"C024052",1,5732,"C012734",13.068290
"C024053",1,5732,"C012734",5.805720
"C024054",5,21482,"C047883",10.584451
"C024055",0,5705,"C012675",1.598895
"C024061",5,21482,"C047883",9.624599
"C024063",1,5732,"C012734",0.857754
"C024064",1,5732,"C012734",8.046740
"C024066",1,5732,"C012734",6.828355
"C024069",0,5705,"C012675",3.276857
"C024071",5,21482,"C047883",14.919524
"C024075",0,5705,"C012675",5.963313
"C024080",0,5705,"C012675",5.690461
"C024083",1,5732,"C012734",6.869058
"C024084",1,5732,"C012734",6.366636
"C024085",0,5705,"C012675",6.588186
"C024087",1,5732,"C012734",2.336856
"C024089",3,16827,"C037407",7.272279
"C024090",2,868,"C001904",6.174721
"C024091",5,21482,"C047883",9.294594
"C024092",3,16827,"C037407",7.219305
"C024095",0,5705,"C012675",5.157124
"C024096",4,9961,"C022249",2.936776
"C024097",5,21482,"C047883",3.962648
"C024100",5,21482,"C047883",12.678699
"C024102",4,9961,"C022249",2.291671
"C024104",2,868,"C001904",5.956304
"C024106",4,9961,"C022249",10.024063
"C024108",0,5705,"C012675",2.973056
"C024111",3,16827,"C037407",4.825505
"C024112",5,21482,"C047883",9.489738
"C024114",5,21482,"C047883",12.129750
"C024120",4,9961,"C022249",3.311967
"C024122",5,21482,"C047883",7.550293
"C024124",5,21482,"C047883",12.246492
"C024126",5,21482,"C047883",1.148740
"C024129",1,5732,"C012734",3.662783
"C024132",1,5732,"C012734",14.832238
"C024136",4,9961,"C022249",5.542439
"C024138",3,16827,"C037407",2.837508
"C024141",5,21482,"C047883",4.941698
"C024142",5,21482,"C047883",10.676492
"C024143",1,5732,"C012734",13.175171
"C024144",3,16827,"C037407",2.275512
"C024145",1,5732,"C012734",5.857694
"C024146",1,5732,"C012734",3.175977
"C024150",0,5705,"C012675",1.177669
"C024151",1,5732,"C012734",8.782113
"C024153",2,868,"C001904",13.041787
"C024154",5,21482,"C047883",11.241735
"C024155",4,9961,"C022249",3.151850
"C024157",5,21482,"C047883",7.598637
"C024158",1,5732,"C012734",11.393305
"C024161",5,21482,"C047883",10.567001
"C024162",1,5732,"C012734",7.049114
"C024164",0,5705,"C012675",5.481600
"C024167",0,5705,"C012675",1.994124
"C024168",5,21482,"C047883",5.303521
"C024169",5,21482,"C047883",11.044940
"C024171",1,5732,"C012734",3.363358
"C024172",0,5705,"C012675",4.923692
"C024173",4,9961,"C022249",2.293511
"C024176",1,5732,"C012734",2.632039
"C024177",1,5732,"C012734",6.833998
"C024185",4,9961,"C022249",3.472299
"C024186",5,21482,"C047883",12.367804
"C024188",4,9961,"C022249",5.069252
"C024189",5,21482,"C047883",0.777276
"C024193",4,9961,"C022249",4.701956
"C024194",4,9961,"C022249",2.337449
"C024196",4,9961,"C022249",1.543242
"C024197",5,21482,"C047883",5.412295
"C024199",0,5705,"C012675",2.435781
"C024201",1,5732,"C012734",15.437593
"C024205",3,16827,"C037407",7.599832
"C024206",5,21482,"C047883",3.297288
"C024208",2,868,"C001904",9.080949
"C024209",2,868,"C001904",4.595100
"C024210",1,5732,"C012734",5.045408
"C024212",0,5705,"C012675",9.283666
"C024213",0,5705,"C012675",2.887229
"C024214",1,5732,"C012734",11.566685
"C024215",5,21482,"C047883",1.591177
"C024218",5,21482,"C047883",0.961312
"C024219",5,21482,"C047883",6.667489
"C024220",1,5732,"C012734",2.135988
"C024222",3,16827,"C037407",4.318433
"C024224",5,21482,"C047883",2.381067
"C024226",1,5732,"C012734",2.956432
"C024228",3,16827,"C037407",6.901400
"C024230",3,16827,"C037407",4.219682
"C024231",5,21482,"C047883",5.884609
"C024234",3,16827,"C037407",4.897469
"C024235",1,5732,"C012734",6.113292
"C024241",2,868,"C001904",3.482553
"C024242",0,5705,"C012675",6.178005
"C024246",1,5732,"C012734",1.297516
"C024248",0,5705,"C012675",9.077983
"C024250",5,21482,"C047883",4.069596
"C024254",3,16827,"C037407",7.171219
"C024261",4,9961,"C022249",0.381940
"C024264",0,5705,"C012675",5.323621
"C024266",5,21482,"C047883",15.268160
"C024267",3,16827,"C037407",8.764511
"C024268",3,16827,"C037407",4.876740
"C024269",1,5732,"C012734",1.982571
"C024272",5,21482,"C047883",13.993504
"C024274",1,5732,"C012734",5.521482
"C024275",0,5705,"C012675",4.358189
"C024277",0,5705,"C012675",6.236834
"C024278",4,9961,"C022249",5.695523
"C024279",1,5732,"C012734",3.737638
"C024280",3,16827,"C037407",10.099122
"C024281",0,5705,"C012675",9.106073
"C024284",0,5705,"C012675",3.977854
"C024285",5,21482,"C047883",10.689911
"C024289",2,868,"C001904",4.152689
"C024290",0,5705,"C012675",1.088011
"C024291",3,16827,"C037407",7.747848
"C024292",2,868,"C001904",2.905328
"C024294",1,5732,"C012734",16.332097
"C024295",2,868,"C001904",4.617092
"C024296",3,16827,"C037407",4.592698
"C024301",2,868,"C001904",4.479343
"C024305",4,9961,"C022249",4.841628
"C024306",5,21482,"C047883",4.896964
"C024311",3,16827,"C037407",0.654783
"C024316",0,5705,"C012675",2.553343
"C024317",4,9961,"C022249",5.318735
"C024318",2,868,"C001904",9.971765
"C024319",1,5732,"C012734",4.319660
"C024320",4,9961,"C022249",2.800005
"C024324",2,868,"C001904",1.569765
"C024325",0,5705,"C012675",8.922880
"C024326",2,868,"C001904",5.951250
"C024329",1,5732,"C012734",2.757001
"C024334",5,21482,"C047883",5.025144
"C024335",0,5705,"C012675",2.479632
"C024336",2,868,"C001904",8.089017
"C024340",5,21482,"C047883",9.741710
"C024341",0,5705,"C012675",7.925330
"C024343",1,5732,"C012734",6.775200
"C024345",5,21482,"C047883",10.811553
"C024352",1,5732,"C012734",4.663871
"C024353",0,5705,"C012675",3.331952
"C024354",3,16827,"C037407",3.438471
"C024355",0,5705,"C012675",4.491069
"C024360",0,5705,"C012675",4.098607
"C024361",1,5732,"C012734",5.139707
"C024362",2,868,"C001904",0.721464
"C024368",0,5705,"C012675",3.279279
"C024371",2,868,"C001904",3.974708
"C024373",3,16827,"C037407",2.249418
"C024374",0,5705,"C012675",6.797424
"C024380",0,5705,"C012675",2.553022
"C024382",2,868,"C001904",8.157549
"C024387",5,21482,"C047883",10.844399
"C024388",0,5705,"C012675",4.466593
"C024392",5,21482,"C047883",4.912819
"C024394",1,5732,"C012734",14.163913
"C024396",3,16827,"C037407",4.070284
"C024400",1,5732,"C012734",6.564826
"C024411",5,21482,"C047883",9.036116
"C024413",1,5732,"C012734",4.428888
"C024414",3,16827,"C037407",7.789574
"C024416",5,21482,"C047883",6.583372
"C024417",3,16827,"C037407",4.959626
"C024422",5,21482,"C047883",9.535573
"C024424",0,5705,"C012675",6.541749
"C024425",1,5732,"C012734",10.624628
"C024426",5,21482,"C047883",4.906080
"C024428",1,5732,"C012734",5.573485
"C024429",4,9961,"C022249",4.455581
"C024432",0,5705,"C012675",0.517251
"C024434",1,5732,"C012734",5.870599
"C024435",5,21482,"C047883",5.779598
"C024436",1,5732,"C012734",6.992241
"C024437",0,5705,"C012675",2.212069
"C024442",0,5705,"C012675",8.518093
"C024444",1,5732,"C012734",6.898179
"C024445",0,5705,"C012675",8.464870
"C024446",2,868,"C001904",9.163989
"C024448",2,868,"C001904",2.765721
"C024449",2,868,"C001904",7.939085
"C024451",3,16827,"C037407",4.100435
"C024452",1,5732,"C012734",6.364536
"C024453",0,5705,"C012675",3.276343
"C024457",1,5732,"C012734",4.773060
"C024458",5,21482,"C047883",10.078803
"C024459",2,868,"C001904",8.002169
"C024460",1,5732,"C012734",6.078293
"C024464",5,21482,"C047883",8.675780
"C024466",2,868,"C001904",9.928607
"C024468",5,21482,"C047883",9.128966
"C024469",3,16827,"C037407",7.093525
"C024474",2,868,"C001904",11.259202
"C024478",5,21482,"C047883",6.506383
"C024482",0,5705,"C012675",6.351916
"C024483",1,5732,"C012734",7.236989
"C024484",1,5732,"C012734",2.799284
"C024488",2,868,"C001904",8.785311
"C024489",4,9961,"C022249",3.426029
"C024491",4,9961,"C022249",6.687030
"C024492",2,868,"C001904",9.520589
"C024499",5,21482,"C047883",6.528697
"C024501",1,5732,"C012734",0.440092
"C024503",1,5732,"C012734",6.305363
"C024505",4,9961,"C022249",1.682006
"C024506",5,21482,"C047883",3.530936
"C024507",2,868,"C001904",7.703705
"C024508",2,868,"C001904",9.094890
"C024512",1,5732,"C012734",8.091133
"C024518",5,21482,"C047883",12.108351
"C024521",2,868,"C001904",2.890193
"C024522",5,21482,"C047883",1.152060
"C024525",0,5705,"C012675",3.246626
"C024531",5,21482,"C047883",8.368338
"C024533",5,21482,"C047883",2.318575
"C024534",1,5732,"C012734",5.659656
"C024536",1,5732,"C012734",13.129083
"C024539",5,21482,"C047883",5.507090
"C024547",3,16827,"C037407",8.816451
"C024549",0,5705,"C012675",5.665300
"C024550",0,5705,"C012675",2.245396
"C024552",5,21482,"C047883",2.679844
"C024553",5,21482,"C047883",14.956774
"C024554",1,5732,"C012734",2.279820
"C024556",1,5732,"C012734",13.214884
"C024557",1,5732,"C012734",3.172229
"C024560",3,16827,"C037407",2.610403
"C024561",5,21482,"C047883",9.981319
"C024565",2,868,"C001904",3.002565
"C024566",2,868,"C001904",6.272064
"C024567",1,5732,"C012734",16.386416
"C024568",2,868,"C001904",9.845476
"C024571",1,5732,"C012734",10.076426
"C024572",0,5705,"C012675",4.402747
"C024574",2,868,"C001904",1.921157
"C024575",0,5705,"C012675",2.176519
"C024579",0,5705,"C012675",5.990198
"C024582",1,5732,"C012734",7.638962
"C024584",5,21482,"C047883",0.474143
"C024587",1,5732,"C012734",17.265662
"C024588",1,5732,"C012734",12.875380
"C024591",2,868,"C001904",8.208079
"C024592",5,21482,"C047883",10.987977
"C024593",2,868,"C001904",8.245704
"C024594",4,9961,"C022249",1.537866
"C024595",5,21482,"C047883",9.060730
"C024598",4,9961,"C022249",0.687986
"C024599",4,9961,"C022249",3.710935
"C024604",4,9961,"C022249",4.226607
"C024607",1,5732,"C012734",11.559732
"C024608",2,868,"C001904",4.510156
"C024611",2,868,"C001904",12.197247
"C024614",5,21482,"C047883",3.977386
"C024615",0,5705,"C012675",2.233339
"C024618",1,5732,"C012734",15.843515
"C024621",4,9961,"C022249",5.352409
"C024623",5,21482,"C047883",9.546531
"C024625",5,21482,"C047883",2.338807
"C024626",4,9961,"C022249",1.889897
"C024629",1,5732,"C012734",7.532783
"C024634",2,868,"C001904",4.681317
"C024635",2,868,"C001904",7.838853
"C024637",4,9961,"C022249",1.262000
"C024640",2,868,"C001904",3.834657
"C024641",5,21482,"C047883",13.256825
"C024644",0,5705,"C012675",7.849870
"C024646",1,5732,"C012734",15.302855
"C024647",1,5732,"C012734",8.850246
"C024650",1,5732,"C012734",2.090488
"C024655",4,9961,"C022249",3.277137
"C024657",1,5732,"C012734",4.290126
"C024658",5,21482,"C047883",3.578450
"C024659",0,5705,"C012675",8.913619
"C024660",0,5705,"C012675",2.397067
"C024661",0,5705,"C012675",6.690191
"C024663",5,21482,"C047883",6.590892
"C024665",4,9961,"C022249",3.737634
"C024667",0,5705,"C012675",5.021335
"C024668",1,5732,"C012734",8.236492
"C024669",5,21482,"C047883",9.121504
"C024670",0,5705,"C012675",5.438271
"C024673",4,9961,"C022249",2.368684
"C024674",1,5732,"C012734",4.568303
"C024675",0,5705,"C012675",1.875299
"C024676",4,9961,"C022249",4.480883
"C024677",0,5705,"C012675",7.115190
"C024678",1,5732,"C012734",10.879200
"C024679",5,21482,"C047883",4.795191
"C024680",1,5732,"C012734",12.185184
"C024684",3,16827,"C037407",3.486453
"C024685",5,21482,"C047883",6.037553
"C024688",2,868,"C001904",6.885448
"C024691",5,21482,"C047883",2.536312
"C024693",0,5705,"C012675",8.401455
"C024695",3,16827,"C037407",3.345877
"C024696",5,21482,"C047883",4.243006
"C024698",1,5732,"C012734",3.769995
"C024699",2,868,"C001904",3.612166
"C024700",5,21482,"C047883",4.794254
"C024701",2,868,"C001904",2.512236
"C024705",5,21482,"C047883",8.881715
"C024707",2,868,"C001904",6.703941
"C024709",4,9961,"C022249",2.924515
"C024711",0,5705,"C012675",8.170837
"C024713",0,5705,"C012675",7.600150
"C024715",3,16827,"C037407",3.617517
"C024716",5,21482,"C047883",10.759152
"C024718",1,5732,"C012734",4.716521
"C024719",5,21482,"C047883",9.424598
"C024720",2,868,"C001904",8.698249
"C024722",4,9961,"C022249",7.306945
"C024723",0,5705,"C012675",4.203944
"C024724",4,9961,"C022249",3.780006
"C024725",1,5732,"C012734",1.552667
"C024726",0,5705,"C012675",7.072397
"C024728",1,5732,"C012734",10.343816
"C024729",4,9961,"C022249",6.782527
"C024730",0,5705,"C012675",8.042219
"C024735",5,21482,"C047883",12.085229
"C024736",5,21482,"C047883",14.044361
"C024737",3,16827,"C037407",6.705882
"C024738",4,9961,"C022249",1.378998
"C024739",2,868,"C001904",1.338813
"C024741",5,21482,"C047883",8.475489
"C024742",3,16827,"C037407",8.585039
"C024743",0,5705,"C012675",2.384407
"C024747",1,5732,"C012734",8.230312
"C024748",4,9961,"C022249",4.293644
"C024749",1,5732,"C012734",6.329362
"C024750",1,5732,"C012734",6.446102
"C024753",1,5732,"C012734",14.168728
"C024754",5,21482,"C047883",10.565809
"C024756",2,868,"C001904",7.190369
"C024757",0,5705,"C012675",5.878904
"C024758",4,9961,"C022249",3.200424
"C024760",4,9961,"C022249",3.129412
"C024762",2,868,"C001904",4.597596
"C024765",1,5732,"C012734",7.469002
"C024767",1,5732,"C012734",3.439173
"C024769",0,5705,"C012675",1.742150
"C024771",1,5732,"C012734",4.169425
"C024774",0,5705,"C012675",6.374852
"C024775",1,5732,"C012734",7.335173
"C024777",0,5705,"C012675",3.098478
"C024778",1,5732,"C012734",2.126188
"C024784",1,5732,"C012734",14.213939
"C024787",0,5705,"C012675",7.676845
"C024789",2,868,"C001904",1.565158
"C024790",1,5732,"C012734",16.712788
"C024791",0,5705,"C012675",1.845244
"C024794",0,5705,"C012675",9.099047
"C024797",5,21482,"C047883",4.785780
"C024798",4,9961,"C022249",7.038301
"C024799",5,21482,"C047883",6.518810
"C024801",2,868,"C001904",6.687082
"C024803",0,5705,"C012675",5.235106
"C024805",5,21482,"C047883",12.071524
"C024806",0,5705,"C012675",5.254973
"C024807",4,9961,"C022249",4.075668
"C024809",3,16827,"C037407",2.399219
"C024812",1,5732,"C012734",3.601348
"C024813",1,5732,"C012734",5.693569
"C024815",0,5705,"C012675",5.448851
"C024816",4,9961,"C022249",7.801405
"C024817",5,21482,"C047883",6.810708
"C024819",3,16827,"C037407",2.879941
"C024820",5,21482,"C047883",9.013343
"C024821",0,5705,"C012675",9.579617
"C024822",2,868,"C001904",3.382226
"C024826",1,5732,"C012734",7.136120
"C024827",5,21482,"C047883",7.271968
"C024828",0,5705,"C012675",6.569928
"C024831",2,868,"C001904",9.348430
"C024832",0,5705,"C012675",7.521725
"C024836",4,9961,"C022249",0.754651
"C024837",2,868,"C001904",9.441585
"C024838",2,868,"C001904",11.663558
"C024840",4,9961,"C022249",4.134831
"C024841",1,5732,"C012734",2.937456
"C024843",3,16827,"C037407",5.115170
"C024844",1,5732,"C012734",5.879338
"C024848",4,9961,"C022249",7.432691
"C024849",1,5732,"C012734",3.814999
"C024850",5,21482,"C047883",9.829120
"C024855",3,16827,"C037407",3.696027
"C024860",2,868,"C001904",1.643594
"C024861",0,5705,"C012675",6.653220
"C024865",0,5705,"C012675",1.981266
"C024866",5,21482,"C047883",5.672939
"C024868",2,868,"C001904",2.766950
"C024871",5,21482,"C047883",3.097944
"C024874",5,21482,"C047883",2.191203
"C024875",1,5732,"C012734",2.940711
"C024876",2,868,"C001904",6.796415
"C024880",1,5732,"C012734",3.188517
"C024884",2,868,"C001904",10.973008
"C024890",2,868,"C001904",1.252269
"C024891",5,21482,"C047883",2.749808
"C024892",0,5705,"C012675",5.010732
"C024893",0,5705,"C012675",2.811495
"C024894",0,5705,"C012675",6.192124
"C024895",0,5705,"C012675",6.637566
"C024898",0,5705,"C012675",4.849211
"C024899",0,5705,"C012675",7.164209
