Origin_Node_ID,Destination_Node_ID,Distance_km,Travel_Time_min,Traffic_Level,Road_Restrictions,Velocity
D001_1,C014892,12.025,41.0,Medium,,17.597560975609756
D001_2,C021274,12.025,32.8,Low,No Heavy Trucks,21.996951219512198
D001_5,C028866,12.025,41.0,Medium,,17.597560975609756
D001_5,C041198,12.025,32.8,Low,One-Way,21.996951219512198
D001_4,C025443,12.024,52.5,High,,13.741714285714284
D001_3,C010757,12.024,52.5,High,,13.741714285714284
D001_3,C016814,12.024,52.5,High,,13.741714285714284
D001_3,C019439,12.024,41.0,Medium,,17.596097560975608
D001_5,C017320,12.024,32.8,Low,,21.995121951219513
D001_5,C028561,12.024,32.8,Low,,21.995121951219513
D001_5,C039093,12.024,41.0,Medium,One-Way,17.596097560975608
D001_4,C002489,12.023,41.0,Medium,,17.594634146341463
D001_4,C013356,12.023,41.0,Medium,,17.594634146341463
D001_4,C045180,12.023,41.0,Medium,,17.594634146341463
D001_4,C046277,12.023,52.5,High,,13.740571428571428
D001_3,C032597,12.023,52.5,High,,13.740571428571428
D001_3,C033623,12.023,41.0,Medium,,17.594634146341463
D001_3,C045571,12.023,41.0,Medium,One-Way,17.594634146341463
D001_1,C040741,12.023,41.0,Medium,,17.594634146341463
D001_1,C047239,12.023,52.5,High,,13.740571428571428
D001_2,C007125,12.023,41.0,Medium,,17.594634146341463
D001_2,C012131,12.023,32.8,Low,,21.99329268292683
D001_2,C033773,12.023,41.0,Medium,One-Way,17.594634146341463
D001_2,C046798,12.023,41.0,Medium,,17.594634146341463
D001_5,C003418,12.023,52.5,High,One-Way,13.740571428571428
D001_5,C004423,12.023,41.0,Medium,,17.594634146341463
D001_4,C032758,12.022,41.0,Medium,No Heavy Trucks,17.593170731707318
D001_3,C020635,12.022,32.8,Low,,21.991463414634147
D001_3,C033447,12.022,41.0,Medium,,17.593170731707318
D001_1,C018925,12.022,52.5,High,,13.739428571428572
D001_2,C006719,12.022,52.5,High,,13.739428571428572
D001_2,C029706,12.022,32.8,Low,,21.991463414634147
D001_5,C000641,12.022,41.0,Medium,,17.593170731707318
D001_5,C013030,12.022,41.0,Medium,,17.593170731707318
D001_5,C015588,12.022,52.5,High,No Heavy Trucks,13.739428571428572
D001_5,C027081,12.022,32.8,Low,No Heavy Trucks,21.991463414634147
D001_4,C046950,12.021,41.0,Medium,,17.591707317073173
D001_4,C048032,12.021,52.5,High,,13.738285714285714
D001_3,C001851,12.021,41.0,Medium,No Heavy Trucks,17.591707317073173
D001_1,C006623,12.021,52.5,High,No Heavy Trucks,13.738285714285714
D001_1,C035817,12.021,41.0,Medium,One-Way,17.591707317073173
D001_2,C004004,12.021,41.0,Medium,,17.591707317073173
D001_2,C015769,12.021,41.0,Medium,,17.591707317073173
D001_5,C008453,12.021,41.0,Medium,,17.591707317073173
D001_5,C013178,12.021,52.5,High,,13.738285714285714
D001_5,C035828,12.021,41.0,Medium,,17.591707317073173
D001_4,C004948,12.02,52.5,High,,13.737142857142857
D001_4,C017990,12.02,32.8,Low,,21.98780487804878
D001_3,C022124,12.02,41.0,Medium,,17.590243902439024
D001_3,C027965,12.02,32.8,Low,,21.98780487804878
D001_3,C048763,12.02,41.0,Medium,,17.590243902439024
D001_1,C000501,12.02,32.8,Low,No Heavy Trucks,21.98780487804878
D001_1,C027273,12.02,52.5,High,No Heavy Trucks,13.737142857142857
D001_1,C046341,12.02,52.5,High,,13.737142857142857
D001_1,C047628,12.02,41.0,Medium,,17.590243902439024
D001_1,C048851,12.02,41.0,Medium,,17.590243902439024
D001_2,C025632,12.02,41.0,Medium,,17.590243902439024
D001_2,C028087,12.02,32.8,Low,No Heavy Trucks,21.98780487804878
D001_5,C014022,12.02,41.0,Medium,,17.590243902439024
D001_5,C020589,12.02,41.0,Medium,,17.590243902439024
D001_5,C031320,12.02,41.0,Medium,,17.590243902439024
D001_4,C014124,12.019,52.4,High,One-Way,13.762213740458016
D001_4,C024765,12.019,41.0,Medium,,17.58878048780488
D001_4,C047725,12.019,52.4,High,,13.762213740458016
D001_4,C047841,12.019,41.0,Medium,,17.58878048780488
D001_3,C001309,12.019,52.4,High,,13.762213740458016
D001_3,C010117,12.019,32.8,Low,,21.9859756097561
D001_3,C016922,12.019,41.0,Medium,No Heavy Trucks,17.58878048780488
D001_3,C018498,12.019,41.0,Medium,,17.58878048780488
D001_2,C024718,12.019,32.8,Low,One-Way,21.9859756097561
D001_2,C046970,12.019,52.4,High,No Heavy Trucks,13.762213740458016
D001_4,C046279,12.018,41.0,Medium,,17.587317073170734
D001_3,C022109,12.018,52.4,High,,13.761068702290078
D001_3,C036900,12.018,41.0,Medium,,17.587317073170734
D001_3,C041438,12.018,52.4,High,,13.761068702290078
D001_1,C016646,12.018,41.0,Medium,No Heavy Trucks,17.587317073170734
D001_1,C016832,12.018,41.0,Medium,,17.587317073170734
D001_1,C043586,12.018,41.0,Medium,,17.587317073170734
D001_2,C009907,12.018,52.4,High,,13.761068702290078
D001_5,C007295,12.018,52.4,High,,13.761068702290078
D001_5,C021624,12.018,32.8,Low,,21.98414634146342
D001_5,C036234,12.018,32.8,Low,,21.98414634146342
D001_5,C046753,12.018,41.0,Medium,,17.587317073170734
D001_4,C041718,12.017,52.4,High,,13.759923664122137
D001_3,C045250,12.017,41.0,Medium,,17.585853658536585
D001_3,C049460,12.017,41.0,Medium,No Heavy Trucks,17.585853658536585
D001_1,C034204,12.017,32.8,Low,,21.982317073170734
D001_2,C013136,12.017,52.4,High,,13.759923664122137
D001_2,C024437,12.017,41.0,Medium,,17.585853658536585
D001_2,C046697,12.017,52.4,High,,13.759923664122137
D001_5,C004201,12.017,41.0,Medium,,17.585853658536585
D001_5,C027828,12.017,32.8,Low,,21.982317073170734
D001_4,C009435,12.016,41.0,Medium,,17.58439024390244
D001_4,C012644,12.016,32.8,Low,,21.98048780487805
D001_4,C019025,12.016,52.4,High,,13.7587786259542
D001_4,C039024,12.016,32.8,Low,One-Way,21.98048780487805
D001_4,C047264,12.016,41.0,Medium,,17.58439024390244
D001_3,C009867,12.016,41.0,Medium,One-Way,17.58439024390244
D001_3,C021007,12.016,41.0,Medium,,17.58439024390244
D001_3,C021689,12.016,41.0,Medium,,17.58439024390244
D001_3,C033772,12.016,52.4,High,,13.7587786259542
D001_1,C030751,12.016,32.8,Low,,21.98048780487805
D001_2,C030631,12.016,32.8,Low,,21.98048780487805
D001_5,C006434,12.016,52.4,High,,13.7587786259542
D001_5,C006554,12.016,41.0,Medium,,17.58439024390244
D001_5,C008006,12.016,32.8,Low,,21.98048780487805
D001_5,C011024,12.016,41.0,Medium,,17.58439024390244
D001_5,C028928,12.016,41.0,Medium,,17.58439024390244
D001_3,C010208,12.015,52.4,High,,13.75763358778626
D001_3,C010899,12.015,32.8,Low,,21.978658536585368
D001_3,C034523,12.015,52.4,High,,13.75763358778626
D001_3,C038497,12.015,32.8,Low,One-Way,21.978658536585368
D001_2,C017941,12.015,41.0,Medium,,17.582926829268292
D001_2,C043237,12.015,41.0,Medium,,17.582926829268292
D001_5,C032123,12.015,41.0,Medium,,17.582926829268292
D001_4,C012209,12.014,32.8,Low,,21.976829268292683
D001_4,C047514,12.014,52.4,High,One-Way,13.75648854961832
D001_1,C003623,12.014,41.0,Medium,,17.581463414634143
D001_1,C011124,12.014,41.0,Medium,,17.581463414634143
D001_2,C017629,12.014,41.0,Medium,One-Way,17.581463414634143
D001_2,C024069,12.014,41.0,Medium,,17.581463414634143
D001_4,C025182,12.013,52.4,High,,13.755343511450382
D001_4,C032578,12.013,41.0,Medium,One-Way,17.58
D001_3,C046209,12.013,41.0,Medium,,17.58
D001_1,C025929,12.013,52.4,High,,13.755343511450382
D001_1,C030708,12.013,52.4,High,,13.755343511450382
D001_2,C021924,12.013,41.0,Medium,,17.58
D001_4,C008151,12.012,52.4,High,No Heavy Trucks,13.754198473282443
D001_4,C016265,12.012,41.0,Medium,No Heavy Trucks,17.578536585365853
D001_3,C004707,12.012,41.0,Medium,No Heavy Trucks,17.578536585365853
D001_3,C011701,12.012,41.0,Medium,One-Way,17.578536585365853
D001_3,C018003,12.012,40.9,Medium,,17.62151589242054
D001_3,C029826,12.012,40.9,Medium,,17.62151589242054
D001_3,C048897,12.012,40.9,Medium,,17.62151589242054
D001_1,C000998,12.012,40.9,Medium,,17.62151589242054
D001_1,C007777,12.012,52.4,High,,13.754198473282443
D001_2,C000272,12.012,41.0,Medium,,17.578536585365853
D001_2,C017365,12.012,41.0,Medium,,17.578536585365853
D001_5,C015164,12.012,41.0,Medium,,17.578536585365853
D001_5,C021329,12.012,32.8,Low,,21.97317073170732
D001_5,C034523,12.012,52.4,High,,13.754198473282443
D001_4,C021194,12.011,40.9,Medium,,17.6200488997555
D001_3,C021131,12.011,40.9,Medium,,17.6200488997555
D001_2,C001819,12.011,40.9,Medium,,17.6200488997555
D001_2,C012464,12.011,32.8,Low,,21.971341463414635
D001_2,C017432,12.011,32.8,Low,,21.971341463414635
D001_5,C016010,12.011,52.4,High,No Heavy Trucks,13.753053435114504
D001_4,C022062,12.01,40.9,Medium,,17.618581907090466
D001_4,C023977,12.01,40.9,Medium,,17.618581907090466
D001_3,C017547,12.01,40.9,Medium,,17.618581907090466
D001_3,C018433,12.01,40.9,Medium,,17.618581907090466
D001_3,C024052,12.01,32.8,Low,One-Way,21.96951219512195
D001_3,C038573,12.01,52.4,High,One-Way,13.751908396946565
D001_1,C021758,12.01,52.4,High,,13.751908396946565
D001_2,C020178,12.01,40.9,Medium,,17.618581907090466
D001_5,C029742,12.01,40.9,Medium,No Heavy Trucks,17.618581907090466
D001_5,C030674,12.01,32.8,Low,,21.96951219512195
D001_5,C041325,12.01,32.8,Low,,21.96951219512195
D001_5,C048946,12.01,40.9,Medium,,17.618581907090466
D001_4,C044582,12.009,40.9,Medium,,17.61711491442543
D001_3,C030558,12.009,52.4,High,,13.750763358778627
D001_3,C036984,12.009,40.9,Medium,No Heavy Trucks,17.61711491442543
D001_2,C043734,12.009,40.9,Medium,,17.61711491442543
D001_5,C001587,12.009,52.4,High,One-Way,13.750763358778627
D001_5,C006505,12.009,40.9,Medium,No Heavy Trucks,17.61711491442543
D001_5,C034688,12.009,40.9,Medium,,17.61711491442543
D001_4,C013272,12.008,52.4,High,,13.749618320610686
D001_3,C009028,12.008,52.4,High,,13.749618320610686
D001_3,C028383,12.008,52.4,High,,13.749618320610686
D001_1,C004794,12.008,52.4,High,,13.749618320610686
D001_1,C042847,12.008,40.9,Medium,One-Way,17.61564792176039
D001_2,C007572,12.008,52.4,High,,13.749618320610686
D001_2,C034097,12.008,40.9,Medium,,17.61564792176039
D001_2,C047987,12.008,32.7,Low,One-Way,22.033027522935775
D001_5,C009793,12.008,40.9,Medium,,17.61564792176039
D001_5,C009938,12.008,40.9,Medium,,17.61564792176039
D001_5,C024161,12.008,40.9,Medium,,17.61564792176039
D001_5,C032066,12.008,40.9,Medium,,17.61564792176039
D001_4,C014689,12.007,40.9,Medium,,17.614180929095355
D001_3,C007518,12.007,52.4,High,,13.748473282442749
D001_3,C011876,12.007,52.4,High,,13.748473282442749
D001_3,C024158,12.007,52.4,High,,13.748473282442749
D001_3,C026082,12.007,32.7,Low,No Heavy Trucks,22.031192660550456
D001_1,C006223,12.007,40.9,Medium,No Heavy Trucks,17.614180929095355
D001_1,C024809,12.007,40.9,Medium,,17.614180929095355
D001_2,C031267,12.007,40.9,Medium,No Heavy Trucks,17.614180929095355
D001_2,C049818,12.007,40.9,Medium,,17.614180929095355
D001_5,C028754,12.007,40.9,Medium,,17.614180929095355
D001_5,C034186,12.007,32.7,Low,,22.031192660550456
D001_4,C023028,12.006,32.7,Low,,22.029357798165137
D001_4,C023111,12.006,40.9,Medium,,17.612713936430318
D001_3,C010251,12.006,40.9,Medium,,17.612713936430318
D001_3,C043172,12.006,32.7,Low,No Heavy Trucks,22.029357798165137
D001_1,C018147,12.006,52.4,High,,13.74732824427481
D001_2,C012114,12.006,40.9,Medium,,17.612713936430318
D001_5,C011070,12.006,40.9,Medium,,17.612713936430318
D001_4,C003531,12.005,32.7,Low,,22.027522935779817
D001_4,C005404,12.005,40.9,Medium,,17.611246943765284
D001_4,C006848,12.005,52.4,High,,13.746183206106872
D001_4,C010604,12.005,40.9,Medium,,17.611246943765284
D001_3,C026291,12.005,52.4,High,,13.746183206106872
D001_1,C047219,12.005,32.7,Low,,22.027522935779817
D001_1,C048775,12.005,32.7,Low,No Heavy Trucks,22.027522935779817
D001_2,C009150,12.005,52.4,High,,13.746183206106872
D001_2,C044290,12.005,32.7,Low,One-Way,22.027522935779817
D001_4,C028259,12.004,52.4,High,,13.745038167938931
D001_1,C022869,12.004,40.9,Medium,,17.609779951100244
D001_1,C038937,12.004,40.9,Medium,One-Way,17.609779951100244
D001_2,C004944,12.004,40.9,Medium,,17.609779951100244
D001_2,C011856,12.004,32.7,Low,No Heavy Trucks,22.025688073394495
D001_2,C022670,12.004,52.4,High,,13.745038167938931
D001_2,C035114,12.004,32.7,Low,,22.025688073394495
D001_5,C041772,12.004,40.9,Medium,,17.609779951100244
D001_4,C015588,12.003,52.4,High,,13.743893129770994
D001_4,C029443,12.003,52.4,High,,13.743893129770994
D001_4,C037162,12.003,32.7,Low,,22.023853211009172
D001_3,C018665,12.003,52.4,High,,13.743893129770994
D001_3,C025577,12.003,40.9,Medium,,17.60831295843521
D001_3,C040891,12.003,40.9,Medium,,17.60831295843521
D001_1,C015103,12.003,32.7,Low,,22.023853211009172
D001_2,C005278,12.003,40.9,Medium,,17.60831295843521
D001_2,C010615,12.003,40.9,Medium,,17.60831295843521
D001_5,C016464,12.003,40.9,Medium,,17.60831295843521
D001_5,C048502,12.003,32.7,Low,,22.023853211009172
D001_4,C008247,12.002,40.9,Medium,,17.606845965770173
D001_4,C027967,12.002,40.9,Medium,,17.606845965770173
D001_4,C038819,12.002,40.9,Medium,,17.606845965770173
D001_3,C006848,12.002,52.4,High,,13.742748091603055
D001_3,C023356,12.002,40.9,Medium,,17.606845965770173
D001_3,C029246,12.002,40.9,Medium,,17.606845965770173
D001_3,C040281,12.002,40.9,Medium,No Heavy Trucks,17.606845965770173
D001_1,C015492,12.002,32.7,Low,,22.022018348623853
D001_1,C031025,12.002,52.4,High,,13.742748091603055
D001_2,C006438,12.002,32.7,Low,No Heavy Trucks,22.022018348623853
D001_2,C038313,12.002,40.9,Medium,One-Way,17.606845965770173
D001_5,C009367,12.002,52.4,High,,13.742748091603055
D001_5,C026904,12.002,40.9,Medium,,17.606845965770173
D001_5,C037671,12.002,52.4,High,,13.742748091603055
D001_5,C044840,12.002,52.4,High,,13.742748091603055
D001_4,C002235,12.001,40.9,Medium,,17.605378973105136
D001_4,C046636,12.001,40.9,Medium,,17.605378973105136
D001_3,C014756,12.001,40.9,Medium,,17.605378973105136
D001_3,C030610,12.001,52.4,High,,13.741603053435114
D001_3,C039659,12.001,32.7,Low,,22.02018348623853
D001_1,C000278,12.001,32.7,Low,,22.02018348623853
D001_1,C004057,12.001,32.7,Low,,22.02018348623853
D001_1,C012842,12.001,52.4,High,,13.741603053435114
D001_1,C043630,12.001,52.4,High,No Heavy Trucks,13.741603053435114
D001_2,C017009,12.001,40.9,Medium,One-Way,17.605378973105136
D001_2,C027874,12.001,32.7,Low,No Heavy Trucks,22.02018348623853
D001_5,C013057,12.001,40.9,Medium,,17.605378973105136
D001_4,C000409,12.0,40.9,Medium,No Heavy Trucks,17.6039119804401
D001_4,C005180,12.0,32.7,Low,,22.01834862385321
D001_4,C026166,12.0,40.9,Medium,,17.6039119804401
D001_4,C037336,12.0,32.7,Low,,22.01834862385321
D001_3,C004389,12.0,52.4,High,,13.740458015267176
D001_3,C016175,12.0,40.9,Medium,,17.6039119804401
D001_3,C016789,12.0,40.9,Medium,,17.6039119804401
D001_3,C030106,12.0,40.9,Medium,,17.6039119804401
D001_2,C004642,12.0,52.4,High,,13.740458015267176
D001_2,C017274,12.0,40.9,Medium,,17.6039119804401
D001_2,C045551,12.0,40.9,Medium,,17.6039119804401
D001_5,C003065,12.0,40.9,Medium,,17.6039119804401
D001_5,C005427,12.0,52.4,High,,13.740458015267176
D001_5,C010585,12.0,40.9,Medium,No Heavy Trucks,17.6039119804401
D001_5,C016959,12.0,40.9,Medium,,17.6039119804401
D001_5,C024953,12.0,40.9,Medium,One-Way,17.6039119804401
D001_5,C031130,12.0,40.9,Medium,,17.6039119804401
D001_5,C048660,12.0,52.4,High,One-Way,13.740458015267176
D001_4,C018575,11.999,32.7,Low,,22.016513761467888
D001_4,C029815,11.999,40.9,Medium,,17.602444987775062
D001_3,C015630,11.999,40.9,Medium,,17.602444987775062
D001_3,C016596,11.999,40.9,Medium,,17.602444987775062
D001_1,C009389,11.999,40.9,Medium,,17.602444987775062
D001_1,C032578,11.999,40.9,Medium,,17.602444987775062
D001_2,C045932,11.999,40.9,Medium,,17.602444987775062
D001_5,C010658,11.999,40.9,Medium,,17.602444987775062
D001_4,C021618,11.998,40.9,Medium,,17.600977995110025
D001_1,C018723,11.998,52.4,High,,13.738167938931298
D001_1,C036987,11.998,52.4,High,,13.738167938931298
D001_5,C017472,11.998,32.7,Low,One-Way,22.014678899082565
D001_5,C024036,11.998,40.9,Medium,One-Way,17.600977995110025
D001_5,C026859,11.998,52.4,High,No Heavy Trucks,13.738167938931298
D001_5,C033655,11.998,40.9,Medium,,17.600977995110025
D001_4,C014722,11.997,40.9,Medium,,17.599511002444988
D001_4,C019316,11.997,40.9,Medium,,17.599511002444988
D001_4,C023278,11.997,52.4,High,,13.737022900763359
D001_4,C025835,11.997,40.9,Medium,,17.599511002444988
D001_3,C004870,11.997,32.7,Low,,22.012844036697246
D001_3,C019827,11.997,40.9,Medium,,17.599511002444988
D001_3,C043498,11.997,40.9,Medium,,17.599511002444988
D001_3,C049120,11.997,32.7,Low,,22.012844036697246
D001_2,C000267,11.997,40.9,Medium,,17.599511002444988
D001_2,C020249,11.997,40.9,Medium,,17.599511002444988
D001_2,C023216,11.997,40.9,Medium,,17.599511002444988
D001_5,C013530,11.997,52.4,High,,13.737022900763359
D001_5,C014553,11.997,52.3,High,One-Way,13.763288718929255
D001_5,C031162,11.997,52.4,High,,13.737022900763359
D001_5,C033985,11.997,32.7,Low,,22.012844036697246
D001_5,C043852,11.997,32.7,Low,,22.012844036697246
D001_4,C030211,11.996,40.9,Medium,,17.59804400977995
D001_3,C024208,11.996,40.9,Medium,,17.59804400977995
D001_1,C042792,11.996,32.7,Low,,22.011009174311926
D001_5,C006937,11.996,40.9,Medium,One-Way,17.59804400977995
D001_5,C011409,11.996,52.3,High,,13.762141491395795
D001_5,C024400,11.996,40.9,Medium,No Heavy Trucks,17.59804400977995
D001_5,C039316,11.996,32.7,Low,,22.011009174311926
D001_4,C012607,11.995,40.9,Medium,One-Way,17.596577017114914
D001_4,C044744,11.995,52.3,High,,13.760994263862333
D001_4,C047473,11.995,52.3,High,,13.760994263862333
D001_3,C044727,11.995,40.9,Medium,,17.596577017114914
D001_2,C011621,11.995,32.7,Low,No Heavy Trucks,22.009174311926603
D001_2,C020395,11.995,40.9,Medium,,17.596577017114914
D001_2,C027457,11.995,40.9,Medium,,17.596577017114914
D001_5,C012577,11.995,40.9,Medium,No Heavy Trucks,17.596577017114914
D001_5,C033922,11.995,40.9,Medium,,17.596577017114914
D001_5,C040057,11.995,40.9,Medium,,17.596577017114914
D001_5,C042887,11.995,52.3,High,,13.760994263862333
D001_4,C037397,11.994,40.9,Medium,One-Way,17.595110024449877
D001_3,C010841,11.994,40.9,Medium,One-Way,17.595110024449877
D001_3,C022367,11.994,52.3,High,,13.759847036328873
D001_3,C027162,11.994,32.7,Low,,22.00733944954128
D001_3,C029860,11.994,40.9,Medium,,17.595110024449877
D001_1,C037146,11.994,40.9,Medium,One-Way,17.595110024449877
D001_2,C038069,11.994,40.9,Medium,,17.595110024449877
D001_5,C002423,11.994,32.7,Low,,22.00733944954128
D001_4,C002003,11.993,40.9,Medium,No Heavy Trucks,17.593643031784843
D001_4,C005107,11.993,32.7,Low,One-Way,22.00550458715596
D001_4,C011269,11.993,40.9,Medium,No Heavy Trucks,17.593643031784843
D001_4,C012417,11.993,52.3,High,,13.758699808795413
D001_4,C041344,11.993,52.3,High,,13.758699808795413
D001_3,C008372,11.993,32.7,Low,,22.00550458715596
D001_3,C020179,11.993,52.3,High,,13.758699808795413
D001_3,C024923,11.993,32.7,Low,,22.00550458715596
D001_1,C023927,11.993,40.9,Medium,,17.593643031784843
D001_1,C026986,11.993,40.9,Medium,,17.593643031784843
D001_1,C030243,11.993,52.3,High,,13.758699808795413
D001_1,C033523,11.993,40.9,Medium,,17.593643031784843
D001_1,C033965,11.993,32.7,Low,,22.00550458715596
D001_5,C003764,11.993,40.9,Medium,,17.593643031784843
D001_4,C009867,11.992,32.7,Low,No Heavy Trucks,22.003669724770642
D001_4,C029397,11.992,52.3,High,,13.757552581261953
D001_3,C004264,11.992,40.9,Medium,,17.592176039119806
D001_3,C012839,11.992,52.3,High,,13.757552581261953
D001_3,C025076,11.992,32.7,Low,,22.003669724770642
D001_3,C028253,11.992,52.3,High,,13.757552581261953
D001_3,C040559,11.992,32.7,Low,,22.003669724770642
D001_3,C048814,11.992,40.9,Medium,,17.592176039119806
D001_2,C002371,11.992,40.9,Medium,No Heavy Trucks,17.592176039119806
D001_2,C002419,11.992,40.9,Medium,,17.592176039119806
D001_5,C013307,11.992,52.3,High,,13.757552581261953
D001_3,C001602,11.991,32.7,Low,One-Way,22.00183486238532
D001_3,C018836,11.991,32.7,Low,,22.00183486238532
D001_1,C048733,11.991,40.9,Medium,,17.59070904645477
D001_2,C007859,11.991,32.7,Low,One-Way,22.00183486238532
D001_2,C028098,11.991,32.7,Low,,22.00183486238532
D001_5,C021927,11.991,40.9,Medium,,17.59070904645477
D001_5,C043930,11.991,40.9,Medium,,17.59070904645477
D001_5,C043947,11.991,52.3,High,One-Way,13.756405353728491
D001_4,C004526,11.99,32.7,Low,,22.0
D001_4,C004944,11.99,32.7,Low,,22.0
D001_4,C024565,11.99,52.3,High,,13.75525812619503
D001_4,C035684,11.99,32.7,Low,,22.0
D001_3,C008759,11.99,40.9,Medium,,17.589242053789732
D001_3,C036817,11.99,52.3,High,,13.75525812619503
D001_1,C024285,11.99,40.9,Medium,,17.589242053789732
D001_1,C037962,11.99,32.7,Low,,22.0
D001_2,C019430,11.99,40.9,Medium,,17.589242053789732
D001_2,C042996,11.99,40.9,Medium,,17.589242053789732
D001_4,C016129,11.989,40.9,Medium,,17.587775061124695
D001_3,C028453,11.989,40.9,Medium,,17.587775061124695
D001_3,C032383,11.989,40.9,Medium,,17.587775061124695
D001_3,C034990,11.989,40.9,Medium,,17.587775061124695
D001_3,C043459,11.989,52.3,High,,13.75411089866157
D001_2,C037709,11.989,40.9,Medium,,17.587775061124695
D001_5,C006611,11.989,40.9,Medium,,17.587775061124695
D001_5,C048414,11.989,40.9,Medium,,17.587775061124695
D001_4,C001091,11.988,40.9,Medium,No Heavy Trucks,17.586308068459658
D001_4,C037557,11.988,40.9,Medium,,17.586308068459658
D001_3,C000590,11.988,32.7,Low,One-Way,21.996330275229354
D001_3,C002937,11.988,40.9,Medium,,17.586308068459658
D001_3,C022807,11.988,32.7,Low,,21.996330275229354
D001_3,C047451,11.988,32.7,Low,,21.996330275229354
D001_1,C013799,11.988,52.3,High,,13.752963671128107
D001_2,C003725,11.988,40.9,Medium,,17.586308068459658
D001_2,C018547,11.988,40.9,Medium,No Heavy Trucks,17.586308068459658
D001_2,C044191,11.988,32.7,Low,No Heavy Trucks,21.996330275229354
D001_5,C016656,11.988,52.3,High,,13.752963671128107
D001_5,C019983,11.988,40.9,Medium,,17.586308068459658
D001_5,C026878,11.988,40.9,Medium,No Heavy Trucks,17.586308068459658
D001_4,C001476,11.987,40.9,Medium,,17.58484107579462
D001_4,C004086,11.987,40.9,Medium,One-Way,17.58484107579462
D001_4,C006023,11.987,40.9,Medium,,17.58484107579462
D001_4,C013152,11.987,40.9,Medium,No Heavy Trucks,17.58484107579462
D001_4,C032182,11.987,40.9,Medium,,17.58484107579462
D001_4,C047387,11.987,52.3,High,,13.751816443594647
D001_2,C003277,11.987,52.3,High,,13.751816443594647
D001_2,C012522,11.987,40.9,Medium,,17.58484107579462
D001_2,C018957,11.987,32.7,Low,,21.994495412844035
D001_5,C009624,11.987,40.9,Medium,,17.58484107579462
D001_5,C010757,11.987,40.9,Medium,,17.58484107579462
D001_5,C017934,11.987,40.9,Medium,,17.58484107579462
D001_5,C036307,11.987,40.9,Medium,,17.58484107579462
D001_4,C014991,11.986,40.9,Medium,,17.583374083129584
D001_4,C021938,11.986,52.3,High,,13.750669216061187
D001_4,C028548,11.986,40.9,Medium,,17.583374083129584
D001_3,C029967,11.986,52.3,High,One-Way,13.750669216061187
D001_1,C009462,11.986,40.9,Medium,,17.583374083129584
D001_2,C048634,11.986,40.9,Medium,,17.583374083129584
D001_5,C024417,11.986,40.9,Medium,One-Way,17.583374083129584
D001_5,C034782,11.986,40.9,Medium,,17.583374083129584
D001_5,C047300,11.986,52.3,High,,13.750669216061187
D001_4,C012048,11.985,32.7,Low,,21.990825688073393
D001_4,C019086,11.985,52.3,High,,13.749521988527725
D001_3,C017863,11.985,32.7,Low,,21.990825688073393
D001_3,C037144,11.985,40.9,Medium,One-Way,17.581907090464547
D001_3,C042778,11.985,52.3,High,,13.749521988527725
D001_1,C000851,11.985,40.9,Medium,,17.581907090464547
D001_1,C022193,11.985,32.7,Low,,21.990825688073393
D001_1,C039807,11.985,40.9,Medium,,17.581907090464547
D001_5,C037879,11.985,40.9,Medium,,17.581907090464547
D001_4,C043618,11.984,40.9,Medium,One-Way,17.58044009779951
D001_4,C044896,11.984,40.9,Medium,,17.58044009779951
D001_3,C015599,11.984,52.3,High,,13.748374760994265
D001_3,C043707,11.984,40.9,Medium,No Heavy Trucks,17.58044009779951
D001_1,C016651,11.984,52.3,High,,13.748374760994265
D001_1,C048228,11.984,32.7,Low,,21.98899082568807
D001_2,C023969,11.984,40.9,Medium,One-Way,17.58044009779951
D001_2,C029173,11.984,40.9,Medium,,17.58044009779951
D001_2,C041298,11.984,40.9,Medium,,17.58044009779951
D001_5,C015147,11.984,32.7,Low,,21.98899082568807
D001_4,C018706,11.983,40.9,Medium,,17.578973105134477
D001_4,C024623,11.983,52.3,High,,13.747227533460805
D001_4,C038250,11.983,32.7,Low,,21.98715596330275
D001_3,C000264,11.983,52.3,High,,13.747227533460805
D001_3,C004397,11.983,40.9,Medium,,17.578973105134477
D001_3,C014040,11.983,32.7,Low,,21.98715596330275
D001_3,C017434,11.983,40.9,Medium,,17.578973105134477
D001_3,C045026,11.983,40.9,Medium,,17.578973105134477
D001_1,C017580,11.983,40.8,Medium,,17.622058823529414
D001_1,C045362,11.983,52.3,High,,13.747227533460805
D001_2,C000878,11.983,40.8,Medium,One-Way,17.622058823529414
D001_2,C004589,11.983,40.8,Medium,,17.622058823529414
D001_2,C039355,11.983,40.9,Medium,,17.578973105134477
D001_5,C000519,11.983,40.9,Medium,One-Way,17.578973105134477
D001_5,C001875,11.983,40.9,Medium,,17.578973105134477
D001_5,C001986,11.983,32.7,Low,,21.98715596330275
D001_5,C037161,11.983,40.8,Medium,,17.622058823529414
D001_4,C026599,11.982,32.7,Low,,21.985321100917428
D001_4,C034389,11.982,52.3,High,,13.746080305927343
D001_4,C046758,11.982,40.8,Medium,,17.620588235294118
D001_3,C008425,11.982,40.8,Medium,One-Way,17.620588235294118
D001_1,C034871,11.982,32.7,Low,No Heavy Trucks,21.985321100917428
D001_1,C048841,11.982,40.8,Medium,,17.620588235294118
D001_2,C011784,11.982,40.8,Medium,,17.620588235294118
